"","start1","end1","name1","start2","end2","name2"
"728",39848151,39848201,"IAPLTR2a",39847886,39847945,"IAPEz-int"
"729",39848097,39848177,"IAPLTR2a",39847844,39847932,"IAPEz-int"
"730",39848182,39848201,"IAPLTR2a",39847693,39847814,"IAPEz-int"
"731",39848182,39848200,"IAPLTR2a",3201469,3201529,"IAPEz-int"
"732",39848121,39848201,"IAPLTR2a",39847693,39847730,"IAPEz-int"
"733",39847997,39848077,"IAPEz-int",39848103,39848191,"IAPLTR2a"
"734",39847997,39848077,"IAPEz-int",39848111,39848199,"IAPLTR2a"
"735",39847950,39848040,"IAPEz-int",39848144,39848163,"IAPLTR2a"
"736",39848160,39848181,"IAPLTR2a",39847918,39848016,"IAPEz-int"
"737",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"738",39848152,39848199,"IAPLTR2a",39847981,39848079,"IAPEz-int"
"739",39848140,39848201,"IAPLTR2a",39847834,39847848,"IAPEz-int"
"740",39848009,39848089,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"741",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"742",39847997,39848077,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"743",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"744",39847992,39848072,"IAPEz-int",39848110,39848200,"IAPLTR2a"
"745",39848182,39848201,"IAPLTR2a",39846352,39846393,"IAPEz-int"
"746",39847992,39848072,"IAPEz-int",39848104,39848192,"IAPLTR2a"
"747",39847992,39848072,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"748",39848164,39848201,"IAPLTR2a",39847987,39848085,"IAPEz-int"
"749",39848012,39848092,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"750",39848182,39848201,"IAPLTR2a",39847847,39847945,"IAPEz-int"
"751",39847995,39848075,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"752",39848182,39848201,"IAPLTR2a",39847901,39847999,"IAPEz-int"
"753",39848182,39848199,"IAPLTR2a",39847836,39847934,"IAPEz-int"
"754",39848182,39848201,"IAPLTR2a",39847905,39848003,"IAPEz-int"
"755",39847992,39848072,"IAPEz-int",39848110,39848198,"IAPLTR2a"
"756",39848172,39848201,"IAPLTR2a",39847735,39847841,"IAPEz-int"
"757",39848158,39848201,"IAPLTR2a",3201505,3201540,"IAPEz-int"
"758",39848163,39848201,"IAPLTR2a",39847453,39847551,"IAPEz-int"
"759",39848152,39848201,"IAPLTR2a",39847962,39847996,"IAPEz-int"
"760",39847992,39848072,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"761",39847997,39848077,"IAPEz-int",39848100,39848188,"IAPLTR2a"
"762",39848153,39848201,"IAPLTR2a",39847992,39848035,"IAPEz-int"
"763",39848182,39848201,"IAPLTR2a",39847558,39847627,"IAPEz-int"
"764",39848163,39848179,"IAPLTR2a",39847573,39847672,"IAPEz-int"
"765",39848182,39848201,"IAPLTR2a",39847782,39847875,"IAPEz-int"
"766",39847992,39848072,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"767",39848149,39848201,"IAPLTR2a",39847722,39847814,"IAPEz-int"
"768",39847993,39848073,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"769",39848152,39848201,"IAPLTR2a",39847824,39847922,"IAPEz-int"
"770",39848006,39848086,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"771",39848142,39848201,"IAPLTR2a",39847725,39847823,"IAPEz-int"
"772",39848182,39848198,"IAPLTR2a",39847517,39847575,"IAPEz-int"
"773",39847988,39848068,"IAPEz-int",39848104,39848192,"IAPLTR2a"
"774",39848010,39848090,"IAPEz-int",39848103,39848192,"IAPLTR2a"
"775",39848162,39848201,"IAPLTR2a",39847756,39847854,"IAPEz-int"
"776",39848101,39848181,"IAPLTR2a",39847874,39847962,"IAPEz-int"
"777",39847963,39848053,"IAPEz-int",39848097,39848123,"IAPLTR2a"
"778",39848142,39848168,"IAPLTR2a",39847517,39847564,"IAPEz-int"
"779",39848133,39848200,"IAPLTR2a",39847426,39847524,"IAPEz-int"
"780",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"781",39847993,39848073,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"782",39848164,39848201,"IAPLTR2a",39847250,39847318,"IAPEz-int"
"783",39848008,39848088,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"784",39847986,39848066,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"785",39848014,39848094,"IAPEz-int",39848112,39848200,"IAPLTR2a"
"786",39848008,39848088,"IAPEz-int",39848108,39848196,"IAPLTR2a"
"787",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"788",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"789",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"790",39847991,39848071,"IAPEz-int",39848112,39848200,"IAPLTR2a"
"791",39848122,39848158,"IAPLTR2a",39847659,39847753,"IAPEz-int"
"792",39847992,39848072,"IAPEz-int",39848108,39848196,"IAPLTR2a"
"793",39847992,39848072,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"794",39847992,39848072,"IAPEz-int",39848107,39848195,"IAPLTR2a"
"795",39848182,39848201,"IAPLTR2a",39847999,39848031,"IAPEz-int"
"796",39847989,39848069,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"797",39848121,39848161,"IAPLTR2a",39847865,39847959,"IAPEz-int"
"798",39847997,39848077,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"799",39847992,39848072,"IAPEz-int",39848103,39848191,"IAPLTR2a"
"800",39847999,39848079,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"801",39848182,39848201,"IAPLTR2a",39847452,39847520,"IAPEz-int"
"802",39848008,39848088,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"803",39847992,39848072,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"804",39848003,39848083,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"805",39847989,39848069,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"806",39848152,39848201,"IAPLTR2a",3201493,3201567,"IAPEz-int"
"807",39847965,39848045,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"808",39848182,39848201,"IAPLTR2a",39847858,39847956,"IAPEz-int"
"809",39848179,39848201,"IAPLTR2a",39847949,39848057,"IAPEz-int"
"810",39847997,39848077,"IAPEz-int",39848111,39848199,"IAPLTR2a"
"811",39848149,39848201,"IAPLTR2a",39847430,39847479,"IAPEz-int"
"812",39848132,39848201,"IAPLTR2a",39847517,39847535,"IAPEz-int"
"813",39848149,39848199,"IAPLTR2a",39847806,39847904,"IAPEz-int"
"814",39847926,39848006,"IAPEz-int",39848057,39848145,"IAPLTR2a"
"815",39848140,39848201,"IAPLTR2a",39847675,39847772,"IAPEz-int"
"816",39848182,39848201,"IAPLTR2a",39847517,39847602,"IAPEz-int"
"817",39847997,39848077,"IAPEz-int",39848105,39848193,"IAPLTR2a"
"818",39848117,39848201,"IAPLTR2a",39847503,39847523,"IAPEz-int"
"819",39847991,39848071,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"820",39848182,39848201,"IAPLTR2a",39847705,39847779,"IAPEz-int"
"821",39848153,39848201,"IAPLTR2a",39847515,39847581,"IAPEz-int"
"822",39848183,39848201,"IAPLTR2a",39847979,39848077,"IAPEz-int"
"823",39848145,39848196,"IAPLTR2a",39847518,39847592,"IAPEz-int"
"824",39848144,39848201,"IAPLTR2a",39847429,39847517,"IAPEz-int"
"825",39847995,39848075,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"826",39848149,39848196,"IAPLTR2a",39847993,39848040,"IAPEz-int"
"827",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"828",39848008,39848088,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"829",39847989,39848069,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"830",39847998,39848078,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"831",39848149,39848201,"IAPLTR2a",39847693,39847740,"IAPEz-int"
"832",39848128,39848197,"IAPLTR2a",39847695,39847757,"IAPEz-int"
"833",39848182,39848201,"IAPLTR2a",39847517,39847573,"IAPEz-int"
"834",39848009,39848089,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"835",39848008,39848088,"IAPEz-int",39848115,39848203,"IAPLTR2a"
"836",39847991,39848071,"IAPEz-int",39848101,39848188,"IAPLTR2a"
"837",39848155,39848201,"IAPLTR2a",39847958,39847997,"IAPEz-int"
"838",39848164,39848199,"IAPLTR2a",39847557,39847605,"IAPEz-int"
"839",39848182,39848201,"IAPLTR2a",39847296,39847426,"IAPEz-int"
"840",39848182,39848201,"IAPLTR2a",39847976,39848052,"IAPEz-int"
"841",39848001,39848081,"IAPEz-int",39848111,39848199,"IAPLTR2a"
"842",39848182,39848201,"IAPLTR2a",39847080,39847190,"IAPEz-int"
"843",39848119,39848201,"IAPLTR2a",39847800,39847819,"IAPEz-int"
"844",39848010,39848090,"IAPEz-int",39848111,39848199,"IAPLTR2a"
"845",39848007,39848087,"IAPEz-int",39848111,39848199,"IAPLTR2a"
"846",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"847",39847992,39848072,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"848",39848182,39848201,"IAPLTR2a",39847865,39847958,"IAPEz-int"
"849",39848182,39848201,"IAPLTR2a",39847974,39848072,"IAPEz-int"
"850",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"851",39848007,39848087,"IAPEz-int",39848099,39848187,"IAPLTR2a"
"852",39848142,39848201,"IAPLTR2a",39847982,39848080,"IAPEz-int"
"853",39847988,39848068,"IAPEz-int",39848112,39848200,"IAPLTR2a"
"854",39848140,39848199,"IAPLTR2a",39847517,39847549,"IAPEz-int"
"855",39848112,39848201,"IAPLTR2a",39847889,39847913,"IAPEz-int"
"856",39848010,39848090,"IAPEz-int",39848108,39848196,"IAPLTR2a"
"857",39848002,39848082,"IAPEz-int",39848114,39848201,"IAPLTR2a"
"858",39848149,39848193,"IAPLTR2a",39847810,39847908,"IAPEz-int"
"859",39847998,39848078,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"860",39848143,39848201,"IAPLTR2a",39848023,39848059,"IAPEz-int"
"861",39848182,39848201,"IAPLTR2a",39847517,39847579,"IAPEz-int"
"862",39847986,39848066,"IAPEz-int",39848110,39848198,"IAPLTR2a"
"863",39847999,39848079,"IAPEz-int",39848110,39848198,"IAPLTR2a"
"864",39847992,39848072,"IAPEz-int",39848110,39848200,"IAPLTR2a"
"865",39848182,39848201,"IAPLTR2a",39847894,39848008,"IAPEz-int"
"866",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"867",39848182,39848201,"IAPLTR2a",39847914,39848020,"IAPEz-int"
"868",39848006,39848086,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"869",39848182,39848201,"IAPLTR2a",39847728,39847800,"IAPEz-int"
"870",39848003,39848083,"IAPEz-int",39848101,39848189,"IAPLTR2a"
"871",39847965,39848045,"IAPEz-int",39848103,39848191,"IAPLTR2a"
"872",39848005,39848085,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"873",39848162,39848201,"IAPLTR2a",39847152,39847184,"IAPEz-int"
"874",39847992,39848072,"IAPEz-int",39848108,39848196,"IAPLTR2a"
"875",39847988,39848068,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"876",39848012,39848092,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"877",39848152,39848199,"IAPLTR2a",39847434,39847472,"IAPEz-int"
"878",39848122,39848158,"IAPLTR2a",39847659,39847753,"IAPEz-int"
"879",39847992,39848072,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"880",39848182,39848201,"IAPLTR2a",39847938,39848048,"IAPEz-int"
"881",39848008,39848088,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"882",39848121,39848201,"IAPLTR2a",39848008,39848038,"IAPEz-int"
"883",39848121,39848201,"IAPLTR2a",39847965,39848053,"IAPEz-int"
"884",39848008,39848088,"IAPEz-int",39848112,39848201,"IAPLTR2a"
"885",39848121,39848201,"IAPLTR2a",39847970,39847985,"IAPEz-int"
"886",39848158,39848201,"IAPLTR2a",39847980,39848013,"IAPEz-int"
"887",39848150,39848201,"IAPLTR2a",39847782,39847834,"IAPEz-int"
"888",39848182,39848201,"IAPLTR2a",39847762,39847834,"IAPEz-int"
"889",39848139,39848201,"IAPLTR2a",39847722,39847782,"IAPEz-int"
"890",39848009,39848089,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"891",39847979,39848059,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"892",39848182,39848201,"IAPLTR2a",39847504,39847565,"IAPEz-int"
"893",39848151,39848201,"IAPLTR2a",39848023,39848089,"IAPEz-int"
"894",39848182,39848201,"IAPLTR2a",39847860,39847958,"IAPEz-int"
"895",39847998,39848078,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"896",39848182,39848201,"IAPLTR2a",39847780,39847899,"IAPEz-int"
"897",39848123,39848152,"IAPLTR2a",39847893,39848022,"IAPEz-int"
"898",39847987,39848067,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"899",39848128,39848161,"IAPLTR2a",39847850,39847883,"IAPEz-int"
"900",39847992,39848072,"IAPEz-int",39848112,39848200,"IAPLTR2a"
"901",39847992,39848072,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"902",39848121,39848201,"IAPLTR2a",39847940,39847980,"IAPEz-int"
"903",39848009,39848089,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"904",39848099,39848201,"IAPLTR2a",39847947,39847976,"IAPEz-int"
"905",39847998,39848078,"IAPEz-int",39848110,39848199,"IAPLTR2a"
"906",39848153,39848201,"IAPLTR2a",39847898,39847996,"IAPEz-int"
"907",39848009,39848089,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"908",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"909",39847998,39848079,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"910",39847997,39848077,"IAPEz-int",39848108,39848196,"IAPLTR2a"
"911",39848112,39848201,"IAPLTR2a",39847985,39848007,"IAPEz-int"
"912",39847999,39848079,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"913",39847997,39848077,"IAPEz-int",39848110,39848198,"IAPLTR2a"
"914",39848182,39848201,"IAPLTR2a",39847316,39847363,"IAPEz-int"
"915",39848182,39848201,"IAPLTR2a",39846643,39846709,"IAPEz-int"
"916",39847988,39848068,"IAPEz-int",39848112,39848200,"IAPLTR2a"
"917",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"918",39847998,39848078,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"919",39848147,39848201,"IAPLTR2a",39847550,39847577,"IAPEz-int"
"920",39848117,39848197,"IAPLTR2a",39847861,39847949,"IAPEz-int"
"921",39848112,39848201,"IAPLTR2a",39847722,39847776,"IAPEz-int"
"922",39847992,39848072,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"923",39847988,39848068,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"924",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"925",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"926",39848125,39848199,"IAPLTR2a",39847941,39847964,"IAPEz-int"
"927",39847997,39848077,"IAPEz-int",39848100,39848188,"IAPLTR2a"
"928",39848009,39848089,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"929",39848183,39848201,"IAPLTR2a",39846954,39847052,"IAPEz-int"
"930",39848136,39848201,"IAPLTR2a",39847749,39847847,"IAPEz-int"
"931",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"932",39848182,39848201,"IAPLTR2a",39847995,39848093,"IAPEz-int"
"933",39848140,39848201,"IAPLTR2a",39847795,39847818,"IAPEz-int"
"934",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"935",39848007,39848087,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"936",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"937",39848154,39848197,"IAPLTR2a",39847477,39847575,"IAPEz-int"
"938",39847988,39848068,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"939",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"940",39848099,39848179,"IAPLTR2a",39847856,39847944,"IAPEz-int"
"941",39848011,39848091,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"942",39848008,39848088,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"943",39848141,39848184,"IAPLTR2a",39847082,39847128,"IAPEz-int"
"944",39848164,39848201,"IAPLTR2a",39847741,39847797,"IAPEz-int"
"945",39847992,39848072,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"946",39848141,39848201,"IAPLTR2a",39847972,39847996,"IAPEz-int"
"947",39847989,39848069,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"948",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"949",39847999,39848079,"IAPEz-int",39848115,39848203,"IAPLTR2a"
"950",39848182,39848201,"IAPLTR2a",39847517,39847598,"IAPEz-int"
"951",39848155,39848201,"IAPLTR2a",39847902,39848000,"IAPEz-int"
"952",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"953",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"954",39848134,39848201,"IAPLTR2a",39847477,39847537,"IAPEz-int"
"955",39848140,39848167,"IAPLTR2a",39847982,39848080,"IAPEz-int"
"956",39848007,39848087,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"957",39848172,39848201,"IAPLTR2a",39847946,39848044,"IAPEz-int"
"958",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"959",39848122,39848201,"IAPLTR2a",39847435,39847515,"IAPEz-int"
"960",39848122,39848158,"IAPLTR2a",39847659,39847753,"IAPEz-int"
"961",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"962",39847988,39848068,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"963",39847999,39848079,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"964",39848143,39848200,"IAPLTR2a",39847666,39847760,"IAPEz-int"
"965",39848009,39848089,"IAPEz-int",39848102,39848190,"IAPLTR2a"
"966",39848003,39848083,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"967",39848099,39848179,"IAPLTR2a",39847874,39847962,"IAPEz-int"
"968",39848122,39848166,"IAPLTR2a",39847517,39847548,"IAPEz-int"
"969",39848006,39848086,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"970",39848155,39848201,"IAPLTR2a",39847323,39847362,"IAPEz-int"
"971",39847998,39848078,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"972",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"973",39848174,39848201,"IAPLTR2a",39847474,39847557,"IAPEz-int"
"974",39847992,39848072,"IAPEz-int",39848111,39848199,"IAPLTR2a"
"975",39848001,39848081,"IAPEz-int",39848114,39848202,"IAPLTR2a"
"976",39847986,39848066,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"977",39848150,39848197,"IAPLTR2a",39847980,39848078,"IAPEz-int"
"978",39848158,39848199,"IAPLTR2a",39846366,39846392,"IAPEz-int"
"979",39848152,39848201,"IAPLTR2a",39847517,39847553,"IAPEz-int"
"980",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"981",39847996,39848076,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"982",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"983",39848149,39848201,"IAPLTR2a",39847684,39847724,"IAPEz-int"
"984",39848143,39848197,"IAPLTR2a",39847371,39847391,"IAPEz-int"
"985",39848123,39848201,"IAPLTR2a",39847810,39847846,"IAPEz-int"
"986",39847896,39847961,"IAPEz-int",39848103,39848201,"IAPLTR2a"
"987",39848146,39848201,"IAPLTR2a",39847451,39847510,"IAPEz-int"
"988",39848182,39848201,"IAPLTR2a",39847434,39847532,"IAPEz-int"
"989",39848121,39848199,"IAPLTR2a",39847517,39847581,"IAPEz-int"
"990",39848182,39848201,"IAPLTR2a",39847812,39847910,"IAPEz-int"
"991",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"992",39848121,39848201,"IAPLTR2a",39847896,39847921,"IAPEz-int"
"993",39848182,39848201,"IAPLTR2a",39847977,39848049,"IAPEz-int"
"994",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"995",39847992,39848072,"IAPEz-int",39848105,39848193,"IAPLTR2a"
"996",39847992,39848072,"IAPEz-int",39848105,39848193,"IAPLTR2a"
"997",39848165,39848197,"IAPLTR2a",39847517,39847595,"IAPEz-int"
"998",39848099,39848201,"IAPLTR2a",39847517,39847540,"IAPEz-int"
"999",39847991,39848071,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"1000",39848121,39848201,"IAPLTR2a",39848023,39848044,"IAPEz-int"
"1001",39848153,39848201,"IAPLTR2a",39847931,39848029,"IAPEz-int"
"1002",39848133,39848201,"IAPLTR2a",39847793,39847882,"IAPEz-int"
"1003",39848122,39848201,"IAPLTR2a",39847435,39847515,"IAPEz-int"
"1004",39847978,39848058,"IAPEz-int",39848105,39848193,"IAPLTR2a"
"1005",39848153,39848198,"IAPLTR2a",39847926,39847975,"IAPEz-int"
"1006",39848166,39848201,"IAPLTR2a",39847693,39847721,"IAPEz-int"
"1007",39848012,39848092,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1008",39848131,39848208,"IAPLTR2a",3201499,3201531,"IAPEz-int"
"1009",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1010",39848120,39848201,"IAPLTR2a",3201497,3201567,"IAPEz-int"
"1011",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1012",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1013",39847992,39848072,"IAPEz-int",39848114,39848202,"IAPLTR2a"
"1014",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1015",39848008,39848088,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1016",39848163,39848197,"IAPLTR2a",39847677,39847764,"IAPEz-int"
"1017",39847995,39848075,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1018",39848119,39848197,"IAPLTR2a",39848029,39848055,"IAPEz-int"
"1019",39847992,39848072,"IAPEz-int",39848105,39848193,"IAPLTR2a"
"1020",39848155,39848197,"IAPLTR2a",39846354,39846389,"IAPEz-int"
"1021",39848164,39848201,"IAPLTR2a",39848007,39848047,"IAPEz-int"
"1022",39848121,39848197,"IAPLTR2a",39847333,39847394,"IAPEz-int"
"1023",39847997,39848077,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"1024",39848161,39848201,"IAPLTR2a",39847997,39848095,"IAPEz-int"
"1025",39848163,39848201,"IAPLTR2a",39847528,39847582,"IAPEz-int"
"1026",39848152,39848201,"IAPLTR2a",39847913,39848011,"IAPEz-int"
"1027",39847972,39848052,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"1028",39847994,39848074,"IAPEz-int",39848106,39848194,"IAPLTR2a"
"1029",39847999,39848079,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1030",39848141,39848201,"IAPLTR2a",39847796,39847820,"IAPEz-int"
"1031",39848009,39848089,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1032",39848006,39848086,"IAPEz-int",39848103,39848191,"IAPLTR2a"
"1033",39848008,39848088,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1034",39848013,39848093,"IAPEz-int",39848110,39848198,"IAPLTR2a"
"1035",39847993,39848073,"IAPEz-int",39848108,39848196,"IAPLTR2a"
"1036",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1037",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1038",39848146,39848199,"IAPLTR2a",39847968,39848066,"IAPEz-int"
"1039",39848117,39848197,"IAPLTR2a",3201478,3201566,"IAPEz-int"
"1040",39848163,39848181,"IAPLTR2a",39847517,39847568,"IAPEz-int"
"1041",39848131,39848201,"IAPLTR2a",39847992,39848056,"IAPEz-int"
"1042",39848182,39848201,"IAPLTR2a",39847198,39847323,"IAPEz-int"
"1043",39848183,39848201,"IAPLTR2a",39847867,39847965,"IAPEz-int"
"1044",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1045",39847993,39848073,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1046",39847997,39848077,"IAPEz-int",39848112,39848200,"IAPLTR2a"
"1047",39847992,39848072,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"1048",39848182,39848199,"IAPLTR2a",39847450,39847556,"IAPEz-int"
"1049",39848148,39848166,"IAPLTR2a",39847782,39847882,"IAPEz-int"
"1050",39848152,39848201,"IAPLTR2a",39847934,39848032,"IAPEz-int"
"1051",39848182,39848201,"IAPLTR2a",3201452,3201541,"IAPEz-int"
"1052",39848097,39848163,"IAPLTR2a",39847800,39847868,"IAPEz-int"
"1053",39848181,39848201,"IAPLTR2a",9900333899009404,9900337899009478,"IAPEz-int"
"1054",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1055",39847991,39848071,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1056",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1057",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1058",39848143,39848201,"IAPLTR2a",39847888,39847903,"IAPEz-int"
"1059",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1060",39848114,39848201,"IAPLTR2a",39847637,39847663,"IAPEz-int"
"1061",39848121,39848201,"IAPLTR2a",39848031,39848053,"IAPEz-int"
"1062",39848122,39848158,"IAPLTR2a",39847659,39847753,"IAPEz-int"
"1063",39848121,39848201,"IAPLTR2a",39846842,39846891,"IAPEz-int"
"1064",39848117,39848151,"IAPLTR2a",39847651,39847749,"IAPEz-int"
"1065",39847992,39848072,"IAPEz-int",39848112,39848200,"IAPLTR2a"
"1066",39848122,39848201,"IAPLTR2a",39848023,39848088,"IAPEz-int"
"1067",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1068",39847992,39848072,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"1069",39848144,39848201,"IAPLTR2a",39847443,39847462,"IAPEz-int"
"1070",39848129,39848201,"IAPLTR2a",39846728,39846757,"IAPEz-int"
"1071",39847991,39848071,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1072",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1073",39847999,39848079,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1074",39848182,39848201,"IAPLTR2a",39848005,39848074,"IAPEz-int"
"1075",39847978,39848058,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"1076",39848009,39848089,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1077",39848010,39848090,"IAPEz-int",39848112,39848201,"IAPLTR2a"
"1078",39848006,39848086,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1079",39847978,39848058,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"1080",39847999,39848079,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1081",39848155,39848193,"IAPLTR2a",39847443,39847528,"IAPEz-int"
"1082",39848153,39848201,"IAPLTR2a",39847898,39847996,"IAPEz-int"
"1083",39848005,39848085,"IAPEz-int",39848111,39848201,"IAPLTR2a"
