start1,end1,name1,start2,end2,name2
166959197,166959287,Kcnb1,6668213866687964,6668214866687968,Tll1
6949194,6949274,Celf2,73600476,73600564,Rcbtb2
57968989,57969069,Atrnl1,33417540,33417628,Prrxl1
109599265,109599291,Cyp46a1,98931448,98931524,Dnajc22
7001562070023831,7001565370023888,Phyhipl,70004949,70004979,Fam13c
11326254,11326334,Smc6,124667853,124667941,Fgf14
30864304,30864323,Sntg2,8845008888450510,8845011288450584,Arhgef2
18622418,18622498,Gp1bb,18622305,18622393,Sept5
126942337126944880,1.2694234212694499e+17,2610020H08Rik,45567950,45567985,Cdc5l
32233903,32233983,Iws1,65821197,65821285,Csnk1g1
123462006,123462079,Sacm1l,78350931,78351029,Fut8
118459194,118459267,Cntnap5a,123462058,123462128,Sacm1l
98753289,98753379,Wipf2,1.2292320612292499e+17,1.2292321812292499e+17,Kif15
14656256,14656346,Cacnb2,101921373,101921442,Rps6ka5
49453626,49453643,Ncam1,11144106,11144204,Zc3h7a
123462039,123462082,Sacm1l,99479585,99479683,Dlg2
60133474,60133564,Cdh23,90931041,90931073,1110004E09Rik
123462031,123462111,Sacm1l,70963686,70963774,Dlgap1
123462018,123462082,Sacm1l,107200786,107200865,Glis1
101029215101030420,101029258101030430,Plekhh3,101030499101033900,101030503101033980,Cntnap1
94861935,94862025,4933436C20Rik,47541921,47541939,Ezh2
45010304,45010384,Ldb2,8599852,8599940,Rundc3b
67573847,67573897,Cadm2,80701108,80701161,Glrb
106418285106420450,106418288106420510,Fam151a,106420544106420960,106420550106421040,Acot11
27761029,27761097,Trio,29074782,29074801,Ntng2
78350925,78351005,Fut8,123461908,123461996,Sacm1l
20745863,20745932,Gng2,140204891,140204907,Sel1l2
89036401,89036427,Gm2022,99482786,99482884,Dlg2
99457849,99457939,Tmem171,98182465,98182494,Dlg2
113482371113482480,113482378113482580,Fancd2,11348080211348121e10,11348081711348124e10,Tmem111
123462021,123462102,Sacm1l,70963676,70963764,Dlgap1
123462018,123462057,Sacm1l,4305604,4305702,Aasdhppt
135837235,135837368,Grin2b,64178045,64178074,Asap1
8903544189043118,8903548189043158,Muc1,89043179,89043267,Trim46
14157275,14157317,Ralyl,124528573,124528671,Fgf14
123462021,123462101,Sacm1l,70963673,70963761,Dlgap1
126822132126824930,126822189126824960,Akap3,126824967126827540,126825002126827580,Dyrk4
119571853119580670,119571895119580720,Itpka,119584574119585100,119584652119585120,Ltk
28675276,28675356,Opcml,28813305,28813393,Ntm
126760826,126760906,Acsm1,60986237,60986288,Tcof1
119606827,119606917,Rpap1,119268284,119268300,Lrtm2
8951333,8951413,Tpd52,36793100,36793188,Eaf2
100414271,100414313,Klf12,36779416,36779471,Pknox2
89766359,89766439,Dok6,104862130,104862218,Clns1a
123462036,123462116,Sacm1l,70963690,70963778,Dlgap1
96903259,96903338,Fras1,5383818,5383906,Esr1
31119612,31119706,Slc7a14,136541387,136541422,Zbtb40
44869944,44870016,Jarid2,84734095,84734115,Epha5
44273197,44273213,Gm9830,13025470,13025538,Cdh6
97190571,97190614,Ankdd1b,14187853,14187951,Arid4b
80042172,80042252,Lrrtm4,57595912,57596000,Edc3
53344435,53344515,Samd12,5310609353107477,5310613453107524,Ext1
62319178,62319258,Pigl,67095851,67095939,Cadm2
108783219,108783299,Edem1,30058930,30059018,Spint2
123461989,123462069,Sacm1l,70963691,70963779,Dlgap1
53936699,53936790,Akap6,59508888,59508908,Mprip
9094056890998580,9094064190998586,Sfpi1,90998637,90998725,Madd
72231355,72231472,Zfp869,136716015,136716034,Gucy2c
60838241,60838321,Eif3a,132460685,132460773,Auts2
84723277,84723329,Trip12,181080470,181080491,Rtel1
64069622,64069712,Ctnna3,89303270,89303320,Arsa
89532898,89532978,Gm5662,89976382,89976470,Nrxn3
106500703,106500759,Acss3,42983416,42983514,1700022I11Rik
113880164113881680,113880186113881740,Ubp1,113890008,113890096,Fbxl2
20619370,20619450,Camk2n2,20619258,20619346,Ece2
53159925,53160015,Exph5,53204105,53204143,Kdelc2
121349177,121349241,Oas1a,4386537,4386576,8430410K20Rik
118674952,118674997,Itga9,8843947088440223,8843954988440243,Ano4
8984945689940961,8984946389941034,Xrcc4,89849321,89849409,Vcan
56437901,56437981,Arrdc5,56451660,56451748,Uhrf1
66056398,66056445,Veph1,48923616,48923674,Kcnip4
141773600,141773680,Kazn,93015817,93015905,Lrrfip1
121206751121207140,121206810121207170,Oas3,70391882,70391946,Psd3
123461997,123462077,Sacm1l,70963693,70963781,Dlgap1
94179240,94179320,Fto,71988890,71988978,Frmd6
29200750,29200797,Rspo3,99309919,99310009,Mras
47788070,47788131,Zfp398,61775879,61775913,Specc1
123462006,123462086,Sacm1l,70963671,70963759,Dlgap1
33497461,33497567,Zfp148,19883801,19883817,A930003A15Rik
78350924,78351004,Fut8,123461905,123461993,Sacm1l
73012742,73012766,Ola1,97190562,97190610,Ankdd1b
123462015,123462095,Sacm1l,70963678,70963766,Dlgap1
123462020,123462043,Sacm1l,96819420,96819518,Sp2
78350924,78351004,Fut8,123461935,123462023,Sacm1l
69160792,69160873,Abcb11,3458953,3459041,Gm1973
80042172,80042252,Lrrtm4,57595912,57596000,Edc3
57045400,57045454,Mllt1,31178708,31178806,Tmem214
3891032,3891112,Dnmt3a,93852579,93852667,Cmya5
138613459,138613539,Mcm7,138613583,138613671,Ap4m1
11144023,11144103,Zc3h7a,123462016,123462104,Sacm1l
131755485,131755565,Wbscr17,32064792,32064880,Wdr33
140006062,140006142,Fgfr2,140005389140006e3,140005450140006050,Fam53b
73099234,73099314,Trpv3,57595909,57595997,Edc3
123462021,123462102,Sacm1l,70963676,70963764,Dlgap1
131755485,131755565,Wbscr17,32064792,32064880,Wdr33
156839800,156839905,Negr1,34624231,34624248,Gapvd1
123461891,123461923,Sacm1l,25758917,25759015,Nlgn1
123462021,123462101,Sacm1l,70963682,70963770,Dlgap1
82220154,82220199,Smoc1,49461359,49461457,Kcnip4
123462015,123462049,Sacm1l,25072701,25072799,Zfp61
46608988,46609078,Cap2,3624648536341936,3624649436341942,Fars2
123462013,123462082,Sacm1l,78350927,78351017,Fut8
127020631,127020649,Lrp1,128711091,128711187,Fbln7
78350932,78351012,Fut8,123461906,123461994,Sacm1l
26025914,26025932,Adam32,95209400,95209498,Nell2
70019980,70020070,Fam13c,125435580,125435632,Dpp10
57895802,57895882,Akap2,57895903,57895991,Gm20459
5379319,5379361,Camk1d,54993369,54993467,Zfp462
2337760523381224,2337763723381243,Usp34,2339386723401452,2339396123401456,Ahsa2
2072224220722459,2072231920722462,Gng2,30804923,30805011,Copg2
80042172,80042252,Lrrtm4,57595912,57596000,Edc3
123462061,123462082,Sacm1l,112578182,112578259,Map3k1
78350929,78351009,Fut8,123461925,123462013,Sacm1l
123461842,123461873,Sacm1l,112578191,112578302,Map3k1
89699458972506,89699878972544,Ints5,89725828972903,89726368972937,Ganab
123134809,123134937,1190005I06Rik,5767068,5767082,Dync1i1
55382599,55382622,Rad23b,101739346,101739430,Commd9
9874281098762980,9874282998763040,Tuba1b,98742704,98742792,Lmbr1l
85257608756961,85258158756988,Sft2d1,87570288898860,87570938898883,Pde10a
123462015,123462082,Sacm1l,25816073,25816163,Adam3
59181875922227,59182535922241,Rmnd1,5862525,5862613,Gm221
123462034,123462074,Sacm1l,63594729,63594826,Adam23
11326271,11326320,Smc6,11332046,11332142,Vsnl1
102095796,102095840,Ephb1,181925295,181925347,Cdc42bpa
68332752,68332856,D18Ertd653e,67663632,67663675,Mdga2
87843886,87843961,Copg,17222074,17222172,Prune2
120405413120447040,120405456120447070,Kcnq4,120447092,120447180,Nfyc
5326979853270945,5326986953270964,Gm10447,53271004,53271079,Shroom1
140029883,140029963,Mettl10,140008033140029820,140008094140029840,Fgfr2
39388212,39388292,Nrg3,88769345,88769432,Mgll
111074235111074340,111074249111074370,Olfr631,68746170,68746262,Rora
28169086,28169162,Opcml,29803003,29803018,Cdkal1
23782066,23782108,1700112E06Rik,4648443,4648541,Coro7
8508201585083192,8508203885083249,Abcg8,85081159,85081247,Abcg5
68905477,68905557,March1,7055301,7055389,Rbfox1
46776770,46776850,2010012O05Rik,57595893,57595981,Edc3
81780472,81780552,Csdc2,81781959,81782047,Pmm1
107949347,107949414,Ip6k1,3107362931073997,3107369231074013,Dpysl5
19132695,19132775,Pde7a,67667932,67668020,Mdga2
114852000,114852033,Ube3b,64599211,64599300,Creb1
5525614555380780,5525621155380794,Dclk1,5538084155450966,5538088055451015,Nbea
12011950,12012004,Patl1,44762051,44762149,Ube4a
78350919,78350998,Fut8,123461928,123462017,Sacm1l
123461997,123462077,Sacm1l,70963674,70963762,Dlgap1
30804842,30804914,Copg2,116028761,116028805,Cdc14a
142563909,142563989,Sdk1,49914326,49914414,Cd47
88439487,88439578,Msi2,123361357123369310,123361358123369340,Kdm2b
78350924,78351004,Fut8,123461892,123461980,Sacm1l
123462018,123462098,Sacm1l,70963685,70963773,Dlgap1
72231355,72231472,Zfp869,136716015,136716034,Gucy2c
123462015,123462033,Sacm1l,78350923,78350995,Fut8
8871774288718028,8871774588718050,Akap1,88342164,88342296,Msi2
8845234,8845314,Nxf1,88462638846465,88463248846492,Tmem223
17572011,17572042,P2rx6,17572116,17572214,Slc7a4
70363004,70363084,Gm14685,7036104570362976,7036113170362978,Xlr5a
123462034,123462114,Sacm1l,44869933,44870020,Jarid2
127092108,127092204,Stat6,7304979,7304995,4921511H03Rik
172384364,172384408,Nos1ap,18933003,18933072,Trpm6
123462087,123462167,Sacm1l,70963743,70963831,Dlgap1
13797683,13797773,Hivep2,31088062,31088076,Dpysl5
44176456,44176536,Fbxl5,127104792127225760,127104862127225780,Ank2
101409360,101409440,Brca1,57595902,57595990,Edc3
55344281,55344418,Nsd1,77103414,77103432,Ssh2
7807623378077816,7807627978077862,2610507B11Rik,44916092,44916153,Zeb2
59130541,59130621,Igsf10,5911621259130493,5911629159130502,Med12l
19638938,19638985,Sympk,1963898519643051,1963901719643117,Rsph6a
68219757,68219837,Schip1,86453976,86454064,Stab2
3505626335064897,3505626835064972,Cnot4,88892606,88892694,Gm2022
124760623,124760703,Tpi1,124760496,124760584,Spsb2
27702437,27702487,Grm8,90395136,90395184,Ptprj
3505626335064897,3505626835064972,Cnot4,88892606,88892694,Gm2022
123461892,123461929,Sacm1l,112578194,112578307,Map3k1
73548488,73548520,Unc13c,153458339,153458400,Fam129a
78350943,78351023,Fut8,123461921,123462009,Sacm1l
3281498932817285,3281502732817327,Rpl12,3281206332814878,3281210532814924,Lrsam1
63015654,63015734,Arap2,37293837,37293925,Fgf2
89137337,89137354,Efna4,49053523,49053621,Kcnip4
108337814,108337881,1700013F07Rik,1.0833466410833779e+17,1.0833469610833779e+17,5330417C22Rik
123461822,123461844,Sacm1l,80691642,80691752,Glrb
69714223,69714313,Srd5a1,9672255096723512,9672262596723518,Gja5
80042172,80042252,Lrrtm4,57595912,57596000,Edc3
36931311,36931391,Tbc1d14,36940134,36940222,D5Ertd579e
3120841731220302,3120845631220343,Emilin1,3120766031208012,3120769531208065,Agbl5
88568576,88568658,Syt11,7777762277778461,7777768877778464,Rnf165
94443096,94443153,Hlcs,59133056,59133154,Ntrk2
34462089,34462148,Apc,180193769,180193824,Slco4a1
91688865,91688945,Smgc,9169633991699882,9169640991699900,Muc19
115766399,115766479,Lrrc41,115773892,115773980,Rad54l
57595910,57595990,Edc3,52007857,52007946,Gm7247
17024913,17024943,Csmd1,2835104128352176,2835109328352222,2310022A10Rik
122565789,122565879,Usp15,58347262,58347303,Acvr1
88761806,88761886,Gon4l,8874882188761725,8874890288761732,Dap3
21327325,21327402,Kcnd2,77271317,77271384,Ssh2
97190562,97190608,Ankdd1b,139618165139618340,139618259139618340,Fgfr2
3120841731220302,3120845631220343,Emilin1,3120766031208012,3120769531208065,Agbl5
123461994,123462074,Sacm1l,70963689,70963777,Dlgap1
123462134,123462163,Sacm1l,119270323,119270410,Rnf213
123462042,123462082,Sacm1l,126865591,126865624,Dlgap3
39286233,39286313,Npas2,2352455723525495,2352461523525525,Fam126a
17054585,17054605,Npas1,54998993,54999063,Zfp462
9907603699162838,9907604599162908,Foxp1,9770675,9770763,Fam155a
122817907,122817987,1500011H22Rik,122814567122817820,122814615122817860,Vps29
68766559,68766639,Rora,72994535,72994623,Eif2c2
11144059,11144139,Zc3h7a,70963678,70963766,Dlgap1
181134826,181134906,Zbtb46,181113647181114620,181113698181114700,Zgpat
107009604,107009674,Dock3,28996216,28996314,Ntm
25260010,25260105,Bai3,170316984,170317005,Pbx1
58551584,58551664,Glra3,15198398,15198486,Kctd1
80042173,80042253,Lrrtm4,57595912,57596000,Edc3
123462004,123462084,Sacm1l,70963673,70963761,Dlgap1
51174135117618,51174225117689,Prkaa1,115103184,115103272,Trpv4
80069275,80069365,Lrrtm4,101320339,101320399,C77370
123462015,123462095,Sacm1l,70963678,70963766,Dlgap1
70039505,70039543,Bcl6b,7003146570031644,7003149170031721,Slc16a13
42333928,42333998,Golga7b,4233402842413940,4233407242413994,Crtac1
131531684,131531764,Wbscr17,21399496,21399586,Kcnq5
102144681,102144723,Espl1,173335063,173335161,Arhgap30
66803027,66803117,Ptk2b,8154598281548846,8154599181548851,Slco3a1
22724172,22724207,Rims1,10595601610595885e10,1059560411059589e11,Chi3l3
123461989,123462069,Sacm1l,70963682,70963770,Dlgap1
62026821,62026844,2510003E04Rik,76520794,76520892,Ptprd
70374198,70374217,Pebp4,44225046,44225144,Gm608
28806236,28806326,Slc26a8,121411710,121411757,Rph3a
30159321,30159348,Spnb2,127575415127576460,127575488127576460,Rbms2
129911345,129911361,Vmn2r87,38217136,38217234,Agmo
53265025,53265106,Pms1,48962062,48962150,Kcnip4
54696804,54696884,Npas3,36630635,36630723,Lingo2
122817907,122817987,1500011H22Rik,122814567122817820,122814615122817860,Vps29
133964918,133964994,Pafah2,8288894,8288949,Adarb2
122628130,122628228,Sox6,123461935,123461964,Sacm1l
113880130113881680,113880186113881730,Ubp1,113881731113889950,113881751113890020,Fbxl2
123462042,123462082,Sacm1l,32945307,32945402,Pex5l
47788100,47788180,Zfp398,4299777542999065,4299778642999142,Pou2f3
87979629,87979691,Cuedc1,37095041,37095139,Dgki
70963126,70963265,Map4k5,81458809,81458828,Ncam2
5379275,5379337,Camk1d,117669194,117669258,Sbf2
22999248,22999305,Ptprz1,60985766,60985847,Tcof1
8721827987250590,8721833087250619,Rad51c,87250688,87250776,Tex14
56223859,56223963,C230081A13Rik,123461964,123461996,Sacm1l
104054747,104054823,Dab1,58821874,58821901,Ccdc148
136713454,136713533,Mkks,136713585136756060,136713600136756140,2210009G21Rik
123462015,123462096,Sacm1l,70963688,70963776,Dlgap1
25603099,25603178,Dmrt1,122633281,122633369,Sox6
87801834,87801879,Crtc3,102471186,102471288,Sgip1
8082876680828870,8082879680828920,Mfsd12,80828943,80829031,Fzr1
79802664,79802686,Filip1,5022938,5023036,Glyr1
73048381,73048461,2810422J05Rik,7291207373048293,7291216073048294,Crtc1
139908457,139908537,Fam53b,139901259139902e3,139901300139902050,Fgfr2
60633898,60633979,2010002N04Rik,66464543,66464631,Phf20l1
78350926,78351006,Fut8,123461910,123461998,Sacm1l
112974699,112974717,2810002N01Rik,1023264991023268e11,10232653510232685e10,Pcbp2
78350928,78351008,Fut8,123461920,123462008,Sacm1l
65785226579417,65785866579433,Pitrm1,65795116579649,65795206579728,Pfkp
78350927,78351007,Fut8,123461931,123462019,Sacm1l
24571738,24571867,Klhl32,29334000,29334018,Opn1sw
78350927,78351007,Fut8,123461911,123461999,Sacm1l
8760319287803814,8760320187803876,Crtc3,87602375,87602473,Blm
97190583,97190627,Ankdd1b,5313717,5313778,Znrf3
77555731,77555811,Hmgxb4,77558904,77558992,Tom1
123462081,123462104,Sacm1l,31993931,31994029,Lamb1
30804842,30804914,Copg2,116028761,116028805,Cdc14a
115752991115756450,115753019115756480,Lrrc41,115740504115746430,115740540115746510,Uqcrh
92458248,92458338,Prickle2,42899278,42899293,Ppp2r2b
102144681,102144723,Espl1,173335063,173335161,Arhgap30
3327685,3327765,Meig1,66576891,66576979,Car12
144290170,144290211,Mgmt,128152117,128152214,Nckap5
43463328,43463381,Sirt5,64175424,64175523,Dis3l
103550793,103550873,Odz4,33967686,33967774,Wdfy4
97870803,97870848,Dlg2,4320875,4320973,Frmd4a
123462065,123462082,Sacm1l,34717275,34717343,Psmd5
103046961,103047007,Fbln5,161524552,161524651,Ptprt
36294804,36294865,Nrg2,97450577,97450653,Clstn2
123461879,123461951,Sacm1l,112578228,112578308,Map3k1
10688754,10688832,Grm1,3458955,3459042,Gm1973
78350933,78351013,Fut8,123461933,123462021,Sacm1l
88577141,88577221,Phkb,104862139,104862229,Clns1a
78350933,78351013,Fut8,123461948,123462037,Sacm1l
109562953,109562995,Hhipl1,36491235,36491333,Odz2
1138901161138924e11,11389012111389247e10,Fbxl2,164190279164190430,164190286164190430,Slpi
938114349381165e9,9381145393811694e8,Rpgrip1l,93896273,93896361,Fto
7622201576233021,7622203176233085,Abr,76221866,76221954,Timm22
115489516,115489596,Sppl3,120735683,120735771,Ubr1
88992389,88992479,Gm2022,134201490,134201541,Klhdc8a
26723625,26723651,Ergic1,34801238,34801349,Fam193a
7165733,7165813,Macrod1,7097132,7097220,Stip1
85563226,85563248,Alms1,57799737,57799840,Spock1
107949762,107949842,Ip6k1,56856675,56856763,Nav2
136713482,136713562,Mkks,136756099,136756187,2210009G21Rik
116286852,116286868,Nasp,116270901116272740,116270968116272770,Ccdc17
44869938,44870018,Jarid2,57391582,57391670,Filip1l
5658848556589878,5658849456589885,Cma2,23818030,23818129,Cldn6
123462015,123462095,Sacm1l,70963680,70963768,Dlgap1
68707879,68707906,Rnf222,9812094098121196,9812098098121254,Zfp641
118674952,118674984,Itga9,123462082,123462130,Sacm1l
123461814,123461894,Sacm1l,11144198,11144286,Zc3h7a
97190546,97190626,Ankdd1b,116349964,116350052,Prpsap1
9868815498703994,9868823098703998,Dock7,9870402198717908,9870410198717916,Angptl3
123462105,123462155,Sacm1l,119948365,119948463,Wnk1
93015800,93015890,Lrrfip1,123461962,123461981,Sacm1l
123462007,123462087,Sacm1l,70963674,70963762,Dlgap1
84797618,84797698,Trip12,93885625,93885713,Pcdh9
26275764,26275844,Axin1,118924760,118924848,Ctdspl
9168428491698991e8,9168430891699035e8,Slc6a6,91723333,91723421,Grip2
29852312,29852373,Ahcyl2,84443825,84443919,Dpf3
123462022,123462090,Sacm1l,51024114,51024212,Tmeff2
123461954,123462023,Sacm1l,90395146,90395174,Ptprj
149817729,149817791,Rere,101145521101148580,1.0114552310114861e+17,Ppp2r3a
78350927,78351007,Fut8,123461920,123462009,Sacm1l
127226922,127226949,Rdh9,6232946,6233044,Tulp4
80741955,80742035,Tjp3,8073288780741895,8073294680741924,Apba3
66636779,66636916,Tg,135582137,135582154,Plcb4
166681312,166681392,Arfgef2,70531812,70531900,Psd3
63144794,63144874,Mfap3l,32304242,32304331,Mettl6
123462007,123462087,Sacm1l,70963685,70963773,Dlgap1
78350919,78350998,Fut8,123461906,123461994,Sacm1l
123462015,123462095,Sacm1l,70963674,70963762,Dlgap1
99479565,99479591,Dlg2,82280370,82280468,Irs1
81363898,81364023,Accn1,84978298,84978314,Arfip1
123462034,123462082,Sacm1l,5379252,5379350,Camk1d
8666582686667712,8666584186667777,Cc2d1a,8666780386672935,8666783986672989,4930432K21Rik
123462018,123462098,Sacm1l,70963678,70963766,Dlgap1
5642228256423182,5642228656423241,Plin3,5751974957522955,5751984257522960,Smpdl3a
44085744,44085784,Atp6v1a,70895796,70895886,Csgalnact1
78350940,78351020,Fut8,123461919,123462007,Sacm1l
115489522,115489577,Sppl3,122613462,122613543,Ppp1cc
102957980,102958060,4921539E11Rik,47788070,47788158,Zfp398
118674952,118674983,Itga9,67217435,67217561,Cadm2
72656037,72656054,Pcdh15,122627729,122627860,Sox6
163247782163275970,163247832163276e3,3230401D17Rik,163276059,163276147,Gdap1l1
142903935142904060,142903941142904140,Foxk1,37883537,37883625,Lrrc58
3494658734947910,3494665834947929,Kdm3b,5308411,5308476,Gal3st3
7834019,7834099,Birc2,49962774,49962862,Gm17067
124104638,124104728,Itgbl1,69599939,69600001,Chrnb1
104596293,104596373,Cpne4,110060104,110060192,Pde4d
9995521,9995601,Usp14,9995392,9995480,Thoc1
105933078,105933158,Cntn4,147859389,147859477,Mtor
100038833100115840,100038909100115840,Dip2b,100115920,100116008,Tmprss12
5327100753272013,5327107953272021,Shroom1,5326982053270945,5326986953270984,Gm10447
9511412,9511477,Stxbp5,1.1486634711486819e+17,1.1486635911486819e+17,Arl15
34592508,34592588,Kirrel3,9303105,9303193,Dip2c
98742730,98742800,Lmbr1l,98763028,98763065,Tuba1b
6853417,6853497,Celf2,6853657,6853745,Gm10855
16904357,16904447,Csmd1,7315689673199400,7315691373199409,Scrn3
81644572,81644589,Galntl1,72771158,72771267,Robo1
115489487,115489577,Sppl3,38693952,38694010,Hipk2
112631462,112631478,Ryr3,124584204,124584302,Fgf14
3645004,3645031,Asb13,30293004,30293108,Ctnnd2
123462110,123462175,Sacm1l,53537760,53537851,Il5
32434749,32434829,Pcyt1a,77349401,77349489,Ptprd
71874681,71874714,Polr1a,54868208,54868329,Ccdc69
30431892,30431982,Tmem209,139896179,139896197,Pik3c2g
107069632,107069722,Tmem48,81476023,81476047,Ep300
99976151,99976241,Zfp366,144995594,144995628,Bcat1
78350927,78351007,Fut8,123461909,123461997,Sacm1l
105835081,105835171,Ace,105798794105810480,105798824105810480,Cyb561
78350926,78351006,Fut8,123461931,123462019,Sacm1l
39264894,39264974,Npas2,67667933,67668021,Mdga2
78350927,78351007,Fut8,123461922,123462010,Sacm1l
32194036,32194111,Myo7b,113797408,113797506,Atp2b2
36931332,36931412,Tbc1d14,36940149,36940237,D5Ertd579e
123461833,123461913,Sacm1l,112578184,112578272,Map3k1
166681312,166681392,Arfgef2,70531812,70531900,Psd3
7832533578325641,7832541278325644,Tmem199,78325706,78325794,Poldip2
36952411,36952501,Tnks2,71293486,71293505,Abca12
124379353124381500,124379422124381540,Ccdc62,124376279124378480,124376291124378540,Denr
20346745,20346825,Etl4,157819142,157819230,Cep350
136713484,136713564,Mkks,136756087,136756175,2210009G21Rik
123462015,123462095,Sacm1l,70963672,70963760,Dlgap1
123461997,123462077,Sacm1l,70963674,70963762,Dlgap1
89766359,89766439,Dok6,104862125,104862213,Clns1a
96402986,96403004,Slc38a1,34300153,34300263,Frk
1.2708731112708739e+17,127087320127087500,Stat6,115746479,115746495,Uqcrh
113925450,113925540,Sdk2,77703787,77703845,Pipox
123462034,123462102,Sacm1l,134826860,134826958,Lrrn2
80038465,80038545,Klf16,68835739,68835827,Rora
88577141,88577221,Phkb,104862139,104862229,Clns1a
122633578,122633670,Sox6,21314087,21314138,1700020N01Rik
13100921,13100943,Rsu1,26184840,26184944,Rab11fip3
7750368177719450,7750368277719529,Cwc22,7747684377503539,7747684577503625,Zfp385b
8984945689940961,8984946389941034,Xrcc4,89849321,89849409,Vcan
83149656,83149736,Arfgap3,45146998,45147086,Cntnap2
29719284,29719379,Cdkal1,84550318458121,84550428458124,Gm5751
118674951,118674986,Itga9,123462082,123462173,Sacm1l
118674952,118674984,Itga9,123462082,123462176,Sacm1l
145389904,145389923,Slc24a3,61517261,61517359,Slc5a10
124379353124381500,124379422124381540,Ccdc62,124376279124378480,124376291124378540,Denr
141006386,141006466,Zbtb17,66728290,66728346,Ephx2
156366453,156366498,Cacna1e,3900413439004731,3900418839004764,Scai
124760587,124760667,Tpi1,124760431,124760519,Spsb2
76486481,76486504,Bhlha9,76508942,76509040,Tusc5
3637661,3637764,Xkr4,4419523,4419541,Adcy9
118958183,118958273,Cacna1c,59770131,59770207,E130308A19Rik
125873255,125873275,Dpp10,5884383758854872,5884385858854945,Herc3
7604856076062983e8,7604857776063055e8,Rnmtl1,7013043170134118,7013044270134123,Alox12e
93157059,93157095,Dhfr,6641608366416343,6641614766416375,Mtap2
11077659,11077739,Epm2a,22491924,22492012,Rims1
3745838837464531,3745840037464536,Spata5,8507604485076608,8507605185076699,Abcg5
78350927,78351007,Fut8,123461921,123462009,Sacm1l
3783332937839902,3783335337839938,Pcdhga9,103243764103243970,103243780103244e3,Gtsf1
123462045,123462125,Sacm1l,70963741,70963829,Dlgap1
5379276,5379346,Camk1d,101323272,101323324,C77370
106420474106420960,106420550106420960,Fam151a,106421022106423460,106421051106423520,Acot11
45961560,45961650,Plcxd2,142822140,142822196,St8sia1
130340854,130340910,Phkg1,1.3033536413034061e+17,130335413130340640,Sumf2
34146378,34146465,Dst,117183521,117183565,Rbms3
71895737,71895817,Polr1a,47788070,47788158,Zfp398
69283627,69283708,Dnahc2,5308430,5308518,Gal3st3
57595910,57595990,Edc3,52007857,52007946,Gm7247
5355364,5355444,Esr1,115319230,115319319,4930519G04Rik
5525614555380780,5525621155380794,Dclk1,5538084155450966,5538088055451015,Nbea
90885802,90885892,Nrxn1,31972067,31972121,Lamb1
3223939232245151,3223941132245242,Fli1,32186342,32186375,Kcnj1
3745838837464531,3745840037464536,Spata5,8507604485076608,8507605185076699,Abcg5
7036312770363801,7036315470363854,Gm14685,7036111170362976,7036113170363044,Xlr5a
4136316,4136396,Cabp4,105969067,105969155,Brwd3
141902286,141902366,Dock1,96837503,96837591,Lrrc4c
163915751,163915831,Pigc,163883545163888200,163883572163888260,4930558K02Rik
123462015,123462095,Sacm1l,70963681,70963769,Dlgap1
123461933,123461964,Sacm1l,8676946786773518,8676956186773528,Snap91
23346515,23346546,1700112E06Rik,35355518,35355564,Slit3
68815508,68815537,Pfas,80110173,80110232,Lrrtm4
35816507,35816564,Cdyl,117692509,117692607,Parp8
181113212181113600,181113238181113600,Zgpat,1.8111470118113478e+17,181114729181134850,Zbtb46
127962099,127962172,Tspan9,57103344,57103442,1700017B05Rik
8843278,8843358,1810013L24Rik,93165532,93165620,Ntn4
5379314,5379345,Camk1d,123461915,123462009,Sacm1l
12686769,12686849,Usp9x,122159043,122159131,Dock9
11001716,11001745,Irs2,7156531,7156616,Ppp1r3f
87433494,87433574,Cript,8968812,8968900,Crot
21223101,21223191,Kcnd2,5133737,5133754,Pacs1
80951344,80951424,Accn1,6095217,6095305,Nudcd3
73048332,73048414,2810422J05Rik,7288579372912055,7288580372912133,Crtc1
123462034,123462114,Sacm1l,70963688,70963776,Dlgap1
28688904,28688969,Gtf3c4,6515796465161514,6515801165161547,Nedd4l
123462020,123462100,Sacm1l,70963673,70963761,Dlgap1
180942473,180942511,Smyd3,100629903,100630001,Vtcn1
12080846012081831e10,12080847112081843e10,Bcl2l13,123462143,123462170,Sacm1l
107473551,107473686,Ahcyl1,163779870,163779886,AI848100
112578216,112578296,Map3k1,32415701,32415789,Fam102a
103184978,103185028,Magt1,43228776,43228866,Phactr1
119812189,119812318,4933407C03Rik,34263404,34263421,Dst
167469018167471400,167469075167471400,Tmem189,167471477,167471565,Gm20431
47788071,47788117,Zfp398,123461929,123462030,Sacm1l
98738355,98738420,Lmbr1l,65217614,65217694,Nedd4l
123461997,123462077,Sacm1l,70963677,70963765,Dlgap1
93847481,93847499,Magi1,11073640,11073738,Snn
31254034,31254124,Ppp1r2,6794545967946297,6794546967946301,Stx8
123462038,123462118,Sacm1l,70963743,70963831,Dlgap1
4291230,4291262,Frmd4a,21653035,21653133,2510009E07Rik
86194587,86194642,BC030307,156391204,156391302,0610011L14Rik
134836064,134836099,Lrrn2,90341829,90341927,S100a16
135869204,135869339,Hnrnpr,20429740,20429755,Fbxl12
125113477,125113557,Gapdh,125110099125110240,125110142125110270,Iffo1
123462087,123462167,Sacm1l,70963741,70963829,Dlgap1
2380332823806931,2380339823806941,Ccdc64b,23807006,23807094,Thoc6
