gene1	gene2	type1	type2	interaction	bin	covfilter
ACTB	human-4V6X-28S	coding	rrna	inter	1500__4100	44
SERF2	human-4V6X-28S	coding	rrna	inter	1100__4500	27
ACTB	human-4V6X-28S	coding	rrna	inter	0__3200	13
hsnrna-RNU1-1	human-4V6X-28S	snrna	rrna	inter	0__400	21
ACTB	human-4V6X-28S	coding	rrna	inter	1500__400	8
SERPINH1	human-4V6X-28S	coding	rrna	inter	300__2900	16
FTH1	human-4V6X-28S	coding	rrna	inter	500__4400	25
ACTB	human-4V6X-28S	coding	rrna	inter	1500__2100	47
ACTC1	human-4V6X-28S	coding	rrna	inter	500__4300	4
hsnrna-RNU1-1	human-4V6X-28S	snrna	rrna	inter	0__2400	51
MTHFD1L	human-4V6X-28S	coding	rrna	inter	0__2100	7
ACTG1	human-4V6X-28S	coding	rrna	inter	1800__3800	5
FTH1	human-4V6X-28S	coding	rrna	inter	100__4900	5
hsnrna-RNU1-1	human-4V6X-28S	snrna	rrna	inter	0__4800	12
ACTG1	human-4V6X-28S	coding	rrna	inter	100__0	4
SF1	human-4V6X-28S	coding	rrna	inter	2200__3500	4
ACTG1	human-4V6X-28S	coding	rrna	inter	300__700	39
SF1	human-4V6X-28S	coding	rrna	inter	1900__2100	8
ACTG1	human-4V6X-28S	coding	rrna	inter	1300__3500	11
FTH1	human-4V6X-28S	coding	rrna	inter	100__3400	48
ACTG1	human-4V6X-28S	coding	rrna	inter	1400__4600	7
ACTG1	human-4V6X-28S	coding	rrna	inter	100__3500	42
ACTG1	human-4V6X-28S	coding	rrna	inter	100__1200	7
ACTG1	human-4V6X-28S	coding	rrna	inter	100__800	36
ACTG1	human-4V6X-28S	coding	rrna	inter	100__3400	10
FTH1	human-4V6X-28S	coding	rrna	inter	200__3500	79
ACTG1	human-4V6X-28S	coding	rrna	inter	100__4000	20
ACTG1	human-4V6X-28S	coding	rrna	inter	1300__2300	10
ACTG1	human-4V6X-28S	coding	rrna	inter	1700__4400	9
ACTG1	human-4V6X-28S	coding	rrna	inter	1300__2700	11
ACTG1	human-4V6X-28S	coding	rrna	inter	0__1200	7
ACTG1	human-4V6X-28S	coding	rrna	inter	500__1200	181
MTSS1L	human-4V6X-28S	coding	rrna	inter	4500__2100	4
HSPA5	human-4V6X-28S	coding	rrna	inter	900__3000	7
FTH1	human-4V6X-28S	coding	rrna	inter	100__3100	383
ACTG1	human-4V6X-28S	coding	rrna	inter	1200__2100	5
ACTG1	human-4V6X-28S	coding	rrna	inter	2000__4500	120
ACTG1	human-4V6X-28S	coding	rrna	inter	800__1400	4
FTH1	human-4V6X-28S	coding	rrna	inter	0__1500	40
FTH1	human-4V6X-28S	coding	rrna	inter	100__1200	12
CAPNS1	human-4V6X-28S	coding	rrna	inter	400__2100	4
ACTG1	human-4V6X-28S	coding	rrna	inter	200__3500	8
MXD3	human-4V6X-28S	coding	rrna	inter	800__2200	7
ACTG1	human-4V6X-28S	coding	rrna	inter	500__3500	6
ACTG1	human-4V6X-28S	coding	rrna	inter	100__400	4
CAPNS1	human-4V6X-28S	coding	rrna	inter	1000__800	5
ACTG1	human-4V6X-28S	coding	rrna	inter	1700__1700	9
FTH1	human-4V6X-28S	coding	rrna	inter	800__2800	13
ACTG1	human-4V6X-28S	coding	rrna	inter	100__3100	6
ACTG1	human-4V6X-28S	coding	rrna	inter	100__2100	57
ACTG1	human-4V6X-28S	coding	rrna	inter	1300__2600	51
ACTG1	human-4V6X-28S	coding	rrna	inter	0__3500	11
ACTG1	human-4V6X-28S	coding	rrna	inter	0__2100	16
MYC	human-4V6X-28S	coding	rrna	inter	300__2900	8
ACTG1	human-4V6X-28S	coding	rrna	inter	0__800	13
ACTG1	human-4V6X-28S	coding	rrna	inter	1200__2300	158
ACTG1	human-4V6X-28S	coding	rrna	inter	100__3700	5
FTH1	human-4V6X-28S	coding	rrna	inter	100__2800	260
ACTN1	human-4V6X-28S	coding	rrna	inter	3000__2900	13
FTH1	human-4V6X-28S	coding	rrna	inter	200__2300	49
ACTN1	human-4V6X-28S	coding	rrna	inter	200__2900	9
ACTN4	human-4V6X-28S	coding	rrna	inter	400__2200	5
ACTN4	human-4V6X-28S	coding	rrna	inter	3400__2900	16
ACTN4	human-4V6X-28S	coding	rrna	inter	400__3000	58
MYH9	human-4V6X-28S	coding	rrna	inter	4300__2200	7
FTL	human-4V6X-28S	coding	rrna	inter	800__2900	9
ACTN4	human-4V6X-28S	coding	rrna	inter	2400__2200	10
ACTN4	human-4V6X-28S	coding	rrna	inter	0__2200	9
ACTN4	human-4V6X-28S	coding	rrna	inter	0__3000	8
ACTN4	human-4V6X-28S	coding	rrna	inter	1200__2900	18
HSPB1	human-4V6X-28S	coding	rrna	inter	800__2900	21
MYH9	human-4V6X-28S	coding	rrna	inter	6200__2900	9
ACTN4	human-4V6X-28S	coding	rrna	inter	800__2700	6
ACTN4	human-4V6X-28S	coding	rrna	inter	3300__2100	12
ACTN4	human-4V6X-28S	coding	rrna	inter	3400__700	14
ACTN4	human-4V6X-28S	coding	rrna	inter	1600__1400	32
MYH9	human-4V6X-28S	coding	rrna	inter	6300__1100	7
ACTN4	human-4V6X-28S	coding	rrna	inter	100__2200	10
ACTN4	human-4V6X-28S	coding	rrna	inter	400__1100	4
ACTN4	human-4V6X-28S	coding	rrna	inter	3400__100	20
ACTR1B	human-4V6X-28S	coding	rrna	inter	1200__2300	7
ACTR3	human-4V6X-28S	coding	rrna	inter	1600__3800	4
FTL	human-4V6X-28S	coding	rrna	inter	0__300	5
MYL6	human-4V6X-28S	coding	rrna	inter	600__700	5
FTL	human-4V6X-28S	coding	rrna	inter	0__2500	6
ADAM15	human-4V6X-28S	coding	rrna	inter	1700__2900	8
SLC16A3	human-4V6X-28S	coding	rrna	inter	1500__2200	14
SLC16A3	human-4V6X-28S	coding	rrna	inter	1700__2600	7
MYL9	human-4V6X-28S	coding	rrna	inter	1000__2800	7
MYL9	human-4V6X-28S	coding	rrna	inter	600__2100	9
FTL	human-4V6X-28S	coding	rrna	inter	0__1900	14
MYL9	human-4V6X-28S	coding	rrna	inter	1000__4500	15
FTL	human-4V6X-28S	coding	rrna	inter	500__4900	5
ADGRG1	human-4V6X-28S	coding	rrna	inter	2700__4900	4
ADGRG1	human-4V6X-28S	coding	rrna	inter	2800__2900	8
FTL	human-4V6X-28S	coding	rrna	inter	500__4800	25
FTL	human-4V6X-28S	coding	rrna	inter	200__200	6
FTL	human-4V6X-28S	coding	rrna	inter	500__2600	5
FTL	human-4V6X-28S	coding	rrna	inter	100__2100	49
ADM	human-4V6X-28S	coding	rrna	inter	1000__2200	5
SLC25A3	human-4V6X-28S	coding	rrna	inter	400__3100	4
FTL	human-4V6X-28S	coding	rrna	inter	400__4800	28
ADRBK1	human-4V6X-28S	coding	rrna	inter	3200__2100	10
ADRM1	human-4V6X-28S	coding	rrna	inter	800__2900	9
SLC25A3	human-4V6X-28S	coding	rrna	inter	500__2100	8
ADRM1	human-4V6X-28S	coding	rrna	inter	900__2900	43
ADRM1	human-4V6X-28S	coding	rrna	inter	900__2800	24
ADRM1	human-4V6X-28S	coding	rrna	inter	800__2100	5
AES	human-4V6X-28S	coding	rrna	inter	800__2200	7
AES	human-4V6X-28S	coding	rrna	inter	1000__2800	13
AES	human-4V6X-28S	coding	rrna	inter	1100__2900	6
AES	human-4V6X-28S	coding	rrna	inter	1200__700	8
AES	human-4V6X-28S	coding	rrna	inter	1300__4100	9
SLC25A6	human-4V6X-28S	coding	rrna	inter	1200__3000	22
FTL	human-4V6X-28S	coding	rrna	inter	100__2400	7
SLC25A6	human-4V6X-28S	coding	rrna	inter	300__4100	5
FTL	human-4V6X-28S	coding	rrna	inter	0__400	11
FTL	human-4V6X-28S	coding	rrna	inter	700__2100	17
FTL	human-4V6X-28S	coding	rrna	inter	700__3800	7
NAP1L1	human-4V6X-28S	coding	rrna	inter	300__3400	4
AGRN	human-4V6X-28S	coding	rrna	inter	7200__2900	6
NAP1L1	human-4V6X-28S	coding	rrna	inter	400__800	8
AGRN	human-4V6X-28S	coding	rrna	inter	0__3500	4
FUCA2	human-4V6X-28S	coding	rrna	inter	300__2100	22
FUCA2	human-4V6X-28S	coding	rrna	inter	300__3200	13
FUS	human-4V6X-28S	coding	rrna	inter	1200__2200	6
AHCY	human-4V6X-28S	coding	rrna	inter	600__2600	14
FUS	human-4V6X-28S	coding	rrna	inter	1200__2500	7
FUS	human-4V6X-28S	coding	rrna	inter	1200__2400	14
AHCYL1	human-4V6X-28S	coding	rrna	inter	4000__2800	5
NBR1	human-4V6X-28S	coding	rrna	inter	4600__2200	5
CD151	human-4V6X-28S	coding	rrna	inter	0__2100	17
FXR2	human-4V6X-28S	coding	rrna	inter	2000__2100	5
AIP	human-4V6X-28S	coding	rrna	inter	1100__4000	6
FXYD5	human-4V6X-28S	coding	rrna	inter	200__4100	4
AK2	human-4V6X-28S	coding	rrna	inter	100__700	4
AKAP11	human-4V6X-28S	coding	rrna	inter	9800__0	4
AKAP13	human-4V6X-28S	coding	rrna	inter	12400__2100	8
NCL	human-4V6X-28S	coding	rrna	inter	2100__2200	29
GABARAP	human-4V6X-28S	coding	rrna	inter	0__2100	20
GABARAP	human-4V6X-28S	coding	rrna	inter	0__3200	15
GABARAP	human-4V6X-28S	coding	rrna	inter	0__800	37
AKR1B1	human-4V6X-28S	coding	rrna	inter	1100__2700	6
AKR1B1	human-4V6X-28S	coding	rrna	inter	0__1100	10
HSU13369-5ETS	human-4V6X-28S	rrna-spacer	rrna	inter	2100__2900	15
AKR1B1	human-4V6X-28S	coding	rrna	inter	0__2200	37
GADD45GIP1	human-4V6X-28S	coding	rrna	inter	0__900	14
GAL	human-4V6X-28S	coding	rrna	inter	200__2200	10
CD63	human-4V6X-28S	coding	rrna	inter	900__1300	6
NCOR2	human-4V6X-28S	coding	rrna	inter	8200__2100	6
GAL	human-4V6X-28S	coding	rrna	inter	100__2900	34
AKT1S1	human-4V6X-28S	coding	rrna	inter	1000__2900	4
GALNT2	human-4V6X-28S	coding	rrna	inter	4000__3200	11
GALNT2	human-4V6X-28S	coding	rrna	inter	4000__3300	9
CD81	human-4V6X-28S	coding	rrna	inter	100__2900	4
ALDH3A1	human-4V6X-28S	coding	rrna	inter	1700__2900	10
ALDH3A1	human-4V6X-28S	coding	rrna	inter	1800__2900	10
GALNT2	human-4V6X-28S	coding	rrna	inter	4000__2900	16
NDUFA11	human-4V6X-28S	coding	rrna	inter	500__2900	16
GALNT2	human-4V6X-28S	coding	rrna	inter	1800__1000	10
ALDH3B1	human-4V6X-28S	coding	rrna	inter	2400__2200	6
GALNT2	human-4V6X-28S	coding	rrna	inter	4100__3000	10
GALNT2	human-4V6X-28S	coding	rrna	inter	2200__2200	19
ALDH7A1	human-4V6X-28S	coding	rrna	inter	300__3000	5
CDC20	human-4V6X-28S	coding	rrna	inter	200__1000	4
GAMT	human-4V6X-28S	coding	rrna	inter	200__2100	6
ALDOA	human-4V6X-28S	coding	rrna	inter	2200__2900	6
NDUFB10	human-4V6X-28S	coding	rrna	inter	100__2100	6
SLC7A5	human-4V6X-28S	coding	rrna	inter	3700__4900	24
ALDOA	human-4V6X-28S	coding	rrna	inter	2200__2600	211
SLC7A5	human-4V6X-28S	coding	rrna	inter	2100__2200	15
SLC7A5	human-4V6X-28S	coding	rrna	inter	3700__1600	7
ALDOA	human-4V6X-28S	coding	rrna	inter	2300__2600	7
ALDOA	human-4V6X-28S	coding	rrna	inter	1800__4000	15
ALDOA	human-4V6X-28S	coding	rrna	inter	1500__1700	4
GANAB	human-4V6X-28S	coding	rrna	inter	3200__3900	7
GANAB	human-4V6X-28S	coding	rrna	inter	3000__3000	21
ALDOA	human-4V6X-28S	coding	rrna	inter	1800__3200	25
NDUFC1	human-4V6X-28S	coding	rrna	inter	800__2200	4
ALDOA	human-4V6X-28S	coding	rrna	inter	2200__2500	13
ALDOA	human-4V6X-28S	coding	rrna	inter	1500__2900	5
ALDOA	human-4V6X-28S	coding	rrna	inter	1800__4500	6
ALDOA	human-4V6X-28S	coding	rrna	inter	2200__500	6
ALDOA	human-4V6X-28S	coding	rrna	inter	2000__3000	7
ALDOA	human-4V6X-28S	coding	rrna	inter	2300__1600	5
ALDOA	human-4V6X-28S	coding	rrna	inter	1800__2100	8
ALDOA	human-4V6X-28S	coding	rrna	inter	2000__2200	4
NDUFS6	human-4V6X-28S	coding	rrna	inter	300__5000	12
ALDOA	human-4V6X-28S	coding	rrna	inter	2200__3100	5
HSU13369-ITS2	human-4V6X-28S	rrna-spacer	rrna	inter	500__900	6
ALDOA	human-4V6X-28S	coding	rrna	inter	1100__4100	30
NDUFS6	human-4V6X-28S	coding	rrna	inter	200__500	9
ALG3	human-4V6X-28S	coding	rrna	inter	700__0	12
NDUFS7	human-4V6X-28S	coding	rrna	inter	700__800	9
GAPDH	human-4V6X-28S	coding	rrna	inter	1100__2100	32
GAPDH	human-4V6X-28S	coding	rrna	inter	1200__2900	11
GAPDH	human-4V6X-28S	coding	rrna	inter	700__2300	25
GAPDH	human-4V6X-28S	coding	rrna	inter	1100__0	8
ALKBH7	human-4V6X-28S	coding	rrna	inter	1000__2100	11
ALKBH7	human-4V6X-28S	coding	rrna	inter	1000__2900	17
GAPDH	human-4V6X-28S	coding	rrna	inter	400__1900	34
NDUFV1	human-4V6X-28S	coding	rrna	inter	700__3000	13
ALPL	human-4V6X-28S	coding	rrna	inter	700__2100	7
SMNDC1	human-4V6X-28S	coding	rrna	inter	100__3100	5
ALYREF	human-4V6X-28S	coding	rrna	inter	800__2200	13
SMOC1	human-4V6X-28S	coding	rrna	inter	300__2900	10
ALYREF	human-4V6X-28S	coding	rrna	inter	0__1100	8
GAPDH	human-4V6X-28S	coding	rrna	inter	600__1700	10
NEAT1	human-4V6X-28S	lncrna	rrna	inter	0__3000	8
GAPDH	human-4V6X-28S	coding	rrna	inter	700__1500	5
NEAT1	human-4V6X-28S	lncrna	rrna	inter	100__3000	7
GAPDH	human-4V6X-28S	coding	rrna	inter	600__500	6
NEAT1	human-4V6X-28S	lncrna	rrna	inter	2000__3000	14
AMPD2	human-4V6X-28S	coding	rrna	inter	3600__4700	10
NECAB3	human-4V6X-28S	coding	rrna	inter	100__2900	6
SNF8	human-4V6X-28S	coding	rrna	inter	0__200	12
GAPDH	human-4V6X-28S	coding	rrna	inter	1300__4000	21
NELFB	human-4V6X-28S	coding	rrna	inter	0__100	7
GAPDH	human-4V6X-28S	coding	rrna	inter	900__2200	20
NELFB	human-4V6X-28S	coding	rrna	inter	2000__2600	4
GAPDH	human-4V6X-28S	coding	rrna	inter	500__900	10
GAPDH	human-4V6X-28S	coding	rrna	inter	800__2200	137
GAPDH	human-4V6X-28S	coding	rrna	inter	1100__2700	38
ANKH	human-4V6X-28S	coding	rrna	inter	200__2100	5
HTRA1	human-4V6X-28S	coding	rrna	inter	500__800	5
GAPDH	human-4V6X-28S	coding	rrna	inter	1300__2900	11
GAPDH	human-4V6X-28S	coding	rrna	inter	100__2100	4
NFE2L1	human-4V6X-28S	coding	rrna	inter	4700__3000	36
GAPDH	human-4V6X-28S	coding	rrna	inter	1200__3700	5
GAPDH	human-4V6X-28S	coding	rrna	inter	600__0	100
GAPDH	human-4V6X-28S	coding	rrna	inter	1300__2100	61
ANP32A	human-4V6X-28S	coding	rrna	inter	0__2200	7
ANP32A	human-4V6X-28S	coding	rrna	inter	1000__3000	10
ANP32B	human-4V6X-28S	coding	rrna	inter	200__2100	25
ANXA1	human-4V6X-28S	coding	rrna	inter	800__3000	4
SNRNP70	human-4V6X-28S	coding	rrna	inter	400__3400	4
SNRNP70	human-4V6X-28S	coding	rrna	inter	1000__1400	6
NFKBIA	human-4V6X-28S	coding	rrna	inter	0__2900	7
ANXA2	human-4V6X-28S	coding	rrna	inter	1200__4500	6
NFYA	human-4V6X-28S	coding	rrna	inter	2100__3000	4
GAPDH	human-4V6X-28S	coding	rrna	inter	1400__2100	8
GAPDH	human-4V6X-28S	coding	rrna	inter	600__4000	7
NGFRAP1	human-4V6X-28S	coding	rrna	inter	600__3000	5
AP1B1	human-4V6X-28S	coding	rrna	inter	2100__100	4
AP1B1	human-4V6X-28S	coding	rrna	inter	2500__2100	15
GAPDH	human-4V6X-28S	coding	rrna	inter	1100__200	4
human-4V6X-18S	human-4V6X-28S	rrna	rrna	inter	1700__1600	8
GAPDH	human-4V6X-28S	coding	rrna	inter	600__3000	17
AP1M1	human-4V6X-28S	coding	rrna	inter	2100__200	16
AP1M1	human-4V6X-28S	coding	rrna	inter	2000__3600	5
NHP2	human-4V6X-28S	coding	rrna	inter	100__4000	7
AP2A1	human-4V6X-28S	coding	rrna	inter	2200__2900	6
AP2A1	human-4V6X-28S	coding	rrna	inter	2200__2800	10
GAPDH	human-4V6X-28S	coding	rrna	inter	700__4500	36
AP2A1	human-4V6X-28S	coding	rrna	inter	100__2100	4
human-4V6X-18S	human-4V6X-28S	rrna	rrna	inter	700__2600	8
AP2A2	human-4V6X-28S	coding	rrna	inter	3100__3400	26
AP2B1	human-4V6X-28S	coding	rrna	inter	3200__4100	5
AP2B1	human-4V6X-28S	coding	rrna	inter	100__2100	7
AP2B1	human-4V6X-28S	coding	rrna	inter	5700__3000	5
AP2M1	human-4V6X-28S	coding	rrna	inter	1300__4000	4
AP2M1	human-4V6X-28S	coding	rrna	inter	1500__4100	5
GAPDH	human-4V6X-28S	coding	rrna	inter	1100__3900	8
AP2M1	human-4V6X-28S	coding	rrna	inter	1500__2100	5
AP2M1	human-4V6X-28S	coding	rrna	inter	1600__2800	11
human-4V6X-18S	human-4V6X-28S	rrna	rrna	inter	100__2100	48
AP2S1	human-4V6X-28S	coding	rrna	inter	200__2200	5
AP2S1	human-4V6X-28S	coding	rrna	inter	700__2900	7
GAPDH	human-4V6X-28S	coding	rrna	inter	500__2700	12
NONO	human-4V6X-28S	coding	rrna	inter	2200__3000	9
AP3S1	human-4V6X-28S	coding	rrna	inter	0__2100	19
SPG21	human-4V6X-28S	coding	rrna	inter	100__800	16
AP5S1	human-4V6X-28S	coding	rrna	inter	1800__3800	4
AP5Z1	human-4V6X-28S	coding	rrna	inter	2100__1500	8
GAPDH	human-4V6X-28S	coding	rrna	inter	1000__1700	7
SPINK6	human-4V6X-28S	coding	rrna	inter	600__4300	14
APH1A	human-4V6X-28S	coding	rrna	inter	1800__2200	8
APH1A	human-4V6X-28S	coding	rrna	inter	1800__500	5
APH1A	human-4V6X-28S	coding	rrna	inter	300__4100	4
NPDC1	human-4V6X-28S	coding	rrna	inter	300__3200	15
GAPDH	human-4V6X-28S	coding	rrna	inter	1100__400	12
APH1A	human-4V6X-28S	coding	rrna	inter	1100__2900	5
APH1A	human-4V6X-28S	coding	rrna	inter	2100__2200	4
NPDC1	human-4V6X-28S	coding	rrna	inter	200__2100	4
NPDC1	human-4V6X-28S	coding	rrna	inter	1100__2900	33
GAPDH	human-4V6X-28S	coding	rrna	inter	1300__4100	91
CFL1	human-4V6X-28S	coding	rrna	inter	1000__3800	12
human-4V6X-18S	human-4V6X-28S	rrna	rrna	inter	1100__900	10
SQSTM1	human-4V6X-28S	coding	rrna	inter	1700__2200	8
NPM1	human-4V6X-28S	coding	rrna	inter	1300__3800	7
GAS2L1	human-4V6X-28S	coding	rrna	inter	2100__2100	17
GAS2L1	human-4V6X-28S	coding	rrna	inter	2100__2500	6
GAS2L1	human-4V6X-28S	coding	rrna	inter	2100__2600	7
APP	human-4V6X-28S	coding	rrna	inter	3200__2200	5
APP	human-4V6X-28S	coding	rrna	inter	1600__2100	6
GATA2	human-4V6X-28S	coding	rrna	inter	1900__2900	5
AQP3	human-4V6X-28S	coding	rrna	inter	1500__2200	13
AQP3	human-4V6X-28S	coding	rrna	inter	0__2100	7
AQP3	human-4V6X-28S	coding	rrna	inter	1600__3800	5
AQP3	human-4V6X-28S	coding	rrna	inter	1500__500	7
AQP3	human-4V6X-28S	coding	rrna	inter	1100__1500	4
AQP3	human-4V6X-28S	coding	rrna	inter	1300__3000	9
ARAF	human-4V6X-28S	coding	rrna	inter	700__2900	5
NR4A1	human-4V6X-28S	coding	rrna	inter	1500__2900	14
NR4A1	human-4V6X-28S	coding	rrna	inter	1500__2100	11
GCSH	human-4V6X-28S	coding	rrna	inter	100__2900	5
GDI1	human-4V6X-28S	coding	rrna	inter	1700__2900	9
ARF1	human-4V6X-28S	coding	rrna	inter	1700__4100	8
CHMP1B	human-4V6X-28S	coding	rrna	inter	0__700	4
ARF1	human-4V6X-28S	coding	rrna	inter	1700__4000	10
ARF1	human-4V6X-28S	coding	rrna	inter	1500__2100	30
ARF3	human-4V6X-28S	coding	rrna	inter	800__2900	4
ARF3	human-4V6X-28S	coding	rrna	inter	800__4100	6
ARF3	human-4V6X-28S	coding	rrna	inter	0__3000	6
NSMF	human-4V6X-28S	coding	rrna	inter	2200__2900	5
CHTOP	human-4V6X-28S	coding	rrna	inter	800__2200	6
human-4V6X-18S	human-4V6X-28S	rrna	rrna	inter	700__3200	26
GGA1	human-4V6X-28S	coding	rrna	inter	1600__2900	7
ARF5	human-4V6X-28S	coding	rrna	inter	400__100	6
ARF5	human-4V6X-28S	coding	rrna	inter	0__2900	7
ARF5	human-4V6X-28S	coding	rrna	inter	1000__500	8
ARF5	human-4V6X-28S	coding	rrna	inter	100__2300	11
NT5DC2	human-4V6X-28S	coding	rrna	inter	1900__2100	4
CITED2	human-4V6X-28S	coding	rrna	inter	1600__3100	38
human-4V6X-18S	human-4V6X-28S	rrna	rrna	inter	200__700	19
SRSF2	human-4V6X-28S	coding	rrna	inter	500__2100	4
NTHL1	human-4V6X-28S	coding	rrna	inter	900__2900	11
ARGLU1	human-4V6X-28S	coding	rrna	inter	500__3000	4
human-4V6X-18S	human-4V6X-28S	rrna	rrna	inter	700__1800	23
GIPC3	human-4V6X-28S	coding	rrna	inter	3700__2900	4
ARHGDIA	human-4V6X-28S	coding	rrna	inter	2000__3100	5
ARHGDIA	human-4V6X-28S	coding	rrna	inter	1400__2100	11
ARHGDIA	human-4V6X-28S	coding	rrna	inter	1500__2400	11
ARHGDIA	human-4V6X-28S	coding	rrna	inter	1900__700	15
ARHGDIA	human-4V6X-28S	coding	rrna	inter	2000__4000	8
ARHGDIA	human-4V6X-28S	coding	rrna	inter	2000__2100	13
GLO1	human-4V6X-28S	coding	rrna	inter	1200__2200	8
ARHGDIA	human-4V6X-28S	coding	rrna	inter	1100__2900	6
ARHGDIA	human-4V6X-28S	coding	rrna	inter	1400__2900	12
ARHGDIA	human-4V6X-28S	coding	rrna	inter	1400__2000	4
ARHGDIA	human-4V6X-28S	coding	rrna	inter	600__900	4
CKB	human-4V6X-28S	coding	rrna	inter	1200__2800	34
ARHGDIA	human-4V6X-28S	coding	rrna	inter	1600__2900	27
ARHGDIA	human-4V6X-28S	coding	rrna	inter	1300__900	4
ARHGDIA	human-4V6X-28S	coding	rrna	inter	1300__2200	20
ARHGDIA	human-4V6X-28S	coding	rrna	inter	1600__2800	9
ARHGEF1	human-4V6X-28S	coding	rrna	inter	2400__2800	4
ARHGEF1	human-4V6X-28S	coding	rrna	inter	2400__2900	10
SSRP1	human-4V6X-28S	coding	rrna	inter	900__2300	10
ARHGEF18	human-4V6X-28S	coding	rrna	inter	3600__2900	5
ARHGEF2	human-4V6X-28S	coding	rrna	inter	500__2600	4
ARHGEF2	human-4V6X-28S	coding	rrna	inter	600__2600	5
SSSCA1	human-4V6X-28S	coding	rrna	inter	400__2900	42
ARHGEF4	human-4V6X-28S	coding	rrna	inter	3300__2900	5
ARL2	human-4V6X-28S	coding	rrna	inter	800__3000	12
ARL2	human-4V6X-28S	coding	rrna	inter	900__3000	12
ARL2	human-4V6X-28S	coding	rrna	inter	800__2200	4
ARL2	human-4V6X-28S	coding	rrna	inter	900__2200	7
OAF	human-4V6X-28S	coding	rrna	inter	900__2900	6
OAZ1	human-4V6X-28S	coding	rrna	inter	200__2100	10
OAZ1	human-4V6X-28S	coding	rrna	inter	800__700	8
OAZ1	human-4V6X-28S	coding	rrna	inter	700__500	6
GNAI2	human-4V6X-28S	coding	rrna	inter	2200__3100	5
ARL6IP4	human-4V6X-28S	coding	rrna	inter	1600__2200	4
ARL6IP4	human-4V6X-28S	coding	rrna	inter	1500__2600	5
OAZ1	human-4V6X-28S	coding	rrna	inter	700__800	5
OAZ1	human-4V6X-28S	coding	rrna	inter	0__3000	9
OAZ2	human-4V6X-28S	coding	rrna	inter	300__4900	9
GNAS	human-4V6X-28S	coding	rrna	inter	2500__100	7
STIP1	human-4V6X-28S	coding	rrna	inter	2600__2200	12
OCIAD1	human-4V6X-28S	coding	rrna	inter	1300__3000	6
GNAS	human-4V6X-28S	coding	rrna	inter	3500__3800	5
GNAS	human-4V6X-28S	coding	rrna	inter	2600__2800	15
STIP1	human-4V6X-28S	coding	rrna	inter	2400__2100	24
STIP1	human-4V6X-28S	coding	rrna	inter	2400__3000	12
GNB1	human-4V6X-28S	coding	rrna	inter	2700__3000	24
ARPC1B	human-4V6X-28S	coding	rrna	inter	1200__500	11
ARPC1B	human-4V6X-28S	coding	rrna	inter	1200__3000	8
ARPC1B	human-4V6X-28S	coding	rrna	inter	1200__2200	25
GNB1	human-4V6X-28S	coding	rrna	inter	100__3000	8
ARPC1B	human-4V6X-28S	coding	rrna	inter	1200__1100	13
GNB2	human-4V6X-28S	coding	rrna	inter	100__2100	5
GNB2	human-4V6X-28S	coding	rrna	inter	1400__2600	7
ARPC4	human-4V6X-28S	coding	rrna	inter	1200__500	5
ARPC4	human-4V6X-28S	coding	rrna	inter	1100__1400	8
ARPC5	human-4V6X-28S	coding	rrna	inter	300__2000	8
GNB2L1	human-4V6X-28S	coding	rrna	inter	500__2900	12
GNB2L1	human-4V6X-28S	coding	rrna	inter	200__2100	9
OLFM1	human-4V6X-28S	coding	rrna	inter	1600__100	15
CLU	human-4V6X-28S	coding	rrna	inter	800__2100	7
ARRDC1-AS1	human-4V6X-28S	lncrna	rrna	inter	400__2900	11
CLU	human-4V6X-28S	coding	rrna	inter	1600__2900	61
GNB2L1	human-4V6X-28S	coding	rrna	inter	200__4000	10
GNB2L1	human-4V6X-28S	coding	rrna	inter	0__800	8
CLU	human-4V6X-28S	coding	rrna	inter	800__2800	9
ORAOV1	human-4V6X-28S	coding	rrna	inter	100__2200	5
ASF1B	human-4V6X-28S	coding	rrna	inter	1600__2100	7
ASF1B	human-4V6X-28S	coding	rrna	inter	100__1400	16
GNB2L1	human-4V6X-28S	coding	rrna	inter	0__3200	8
GNB2L1	human-4V6X-28S	coding	rrna	inter	800__2900	13
STX10	human-4V6X-28S	coding	rrna	inter	200__3500	4
CLU	human-4V6X-28S	coding	rrna	inter	1500__3000	6
human-4V6X-18S	human-4V6X-28S	rrna	rrna	inter	1200__1200	8
OTUB1	human-4V6X-28S	coding	rrna	inter	1100__2300	13
CLU	human-4V6X-28S	coding	rrna	inter	1600__2700	4
CLU	human-4V6X-28S	coding	rrna	inter	200__3000	5
ATAD3A	human-4V6X-28S	coding	rrna	inter	2000__400	10
GNG10	human-4V6X-28S	coding	rrna	inter	0__2100	5
ATF6B	human-4V6X-28S	coding	rrna	inter	1400__2900	14
ATG101	human-4V6X-28S	coding	rrna	inter	500__500	5
GNG11	human-4V6X-28S	coding	rrna	inter	0__2900	22
P4HB	human-4V6X-28S	coding	rrna	inter	100__2100	13
P4HB	human-4V6X-28S	coding	rrna	inter	1800__3700	5
ATG13	human-4V6X-28S	coding	rrna	inter	2800__0	6
GNG5	human-4V6X-28S	coding	rrna	inter	200__2900	12
GNG5	human-4V6X-28S	coding	rrna	inter	300__2900	13
GNG5	human-4V6X-28S	coding	rrna	inter	200__2100	11
GNG5	human-4V6X-28S	coding	rrna	inter	300__2800	9
