"","geneNames","geneIDs","feature","id","fc","pval","qval"
"35645","TMEM126B","MSTRG.4965","transcript","35645",0.340559670556107,0.591306534804625,0.998127167654743
"35647","TMEM126B","MSTRG.4965","transcript","35647",0.594534468918633,0.266780049999542,0.863420780882521
"35648","TMEM126B","MSTRG.4965","transcript","35648",0.321899330529716,0.225447558829844,0.831239502713049
"35650","TMEM126B","MSTRG.4965","transcript","35650",3.91393840750431,0.615221130636758,0.998127167654743
"35652","TMEM126B","MSTRG.4965","transcript","35652",0.695301385593821,0.833883321878057,0.998127167654743
"35653","TMEM126A","MSTRG.4966","transcript","35653",1.25768281653755,0.809545361054622,0.998127167654743
"35654","TMEM126A","MSTRG.4966","transcript","35654",1.07851883004945,0.638307651243613,0.998127167654743
"35655","TMEM126A","MSTRG.4966","transcript","35655",1.15321462441735,0.931149964972216,0.998127167654743
"35656","TMEM126A","MSTRG.4966","transcript","35656",0.953950725684523,0.803219055089076,0.998127167654743
"35661",".","MSTRG.4967","transcript","35661",0.188139460060731,0.00952683819045486,0.588547309398046
"35665","CREBZF","MSTRG.4967","transcript","35665",0.136309590349271,0.298464177164538,0.886235993421334
"35671",".","MSTRG.4967","transcript","35671",0.729586766824598,0.73281649132148,0.998127167654743
"35713",".","MSTRG.4969","transcript","35713",9.8620643363115,0.190731256022185,0.792287997021872
"35714","PICALM","MSTRG.4969","transcript","35714",0.071465555316814,0.338019775983171,0.901995699933056
"35720","PICALM","MSTRG.4969","transcript","35720",1.05777198031495,0.968946668455028,0.998543255004537
"35721",".","MSTRG.4969","transcript","35721",1.02916629599344,0.978778691581903,0.998632418236365
"35722","PICALM","MSTRG.4969","transcript","35722",1.5829540949897,0.475731372277126,0.957607432609439
"35724","PICALM","MSTRG.4969","transcript","35724",0.378469877696075,0.016175202193673,0.588547309398046
"35728","PICALM","MSTRG.4969","transcript","35728",3.76547925439185,0.319795217271327,0.896613200788267
"35729",".","MSTRG.4969","transcript","35729",0.660237983387206,0.455983534340031,0.94794705131976
"35730",".","MSTRG.4969","transcript","35730",1.80664301904803,0.704903038670818,0.998127167654743
"35746","EED","MSTRG.4971","transcript","35746",0.520416580567787,0.153921980178501,0.746965196759864
"35747","EED","MSTRG.4971","transcript","35747",4.62550190525487,0.102426135052024,0.657965496394609
"35761","HIKESHI","MSTRG.4974","transcript","35761",1.48058530323292,0.698540244996199,0.998127167654743
"35762","HIKESHI","MSTRG.4974","transcript","35762",0.42133896996834,0.0662562948360162,0.588547309398046
"35763",".","MSTRG.4974","transcript","35763",0.881149171145632,0.760518054172551,0.998127167654743
"35764",".","MSTRG.4974","transcript","35764",2.31380825122356,0.334278805304719,0.900849695101403
"35765",".","MSTRG.4974","transcript","35765",0.654344399306529,0.833883321878057,0.998127167654743
"35766",".","MSTRG.4974","transcript","35766",0.809769157108806,0.906906614244569,0.998127167654743
"35767",".","MSTRG.4974","transcript","35767",1.33142364397484,0.832240876962459,0.998127167654743
"35768",".","MSTRG.4974","transcript","35768",1.26037156593619,0.937701861239055,0.998127167654743
"35769","HIKESHI","MSTRG.4974","transcript","35769",1.15175303661989,0.921155244576487,0.998127167654743
"35789","ME3","MSTRG.4978","transcript","35789",3.06559252477091,0.328532389477434,0.89921410332903
"35859","CTSC","MSTRG.4992","transcript","35859",0.819797934470751,0.805487722239719,0.998127167654743
"35860","CTSC","MSTRG.4992","transcript","35860",1.13460822040971,0.565134478510787,0.995833062286015
"35861",".","MSTRG.4992","transcript","35861",1.30165528975362,0.915922454567849,0.998127167654743
"35862","CTSC","MSTRG.4992","transcript","35862",1.62607785284833,0.13153921906691,0.711722359775567
"35866","CTSC","MSTRG.4992","transcript","35866",3.71424354323967,0.264393512069777,0.862650277996975
"35984","TUBAP2","MSTRG.5000","transcript","35984",0.747178228942742,0.18966025225532,0.791164133433701
"36028","SLC36A4","MSTRG.5004","transcript","36028",0.278781363453706,0.12701467586536,0.703727983894432
"36029",".","MSTRG.5004","transcript","36029",0.396426725279699,0.0671253831201934,0.588547309398046
"36030",".","MSTRG.5004","transcript","36030",3.37611248871039,0.247460209806402,0.849689564902565
"36032","SLC36A4","MSTRG.5004","transcript","36032",1.33141602950781,0.821481332277977,0.998127167654743
"36056",".","MSTRG.5007","transcript","36056",1.10666658864345,0.936567358144582,0.998127167654743
"36057","SMCO4","MSTRG.5007","transcript","36057",0.714205182807005,0.727173277295137,0.998127167654743
"36061","SMCO4","MSTRG.5007","transcript","36061",1.56338740109944,0.302212245900181,0.888855715474087
"36062","SRP14P2","MSTRG.5008","transcript","36062",0.95642430408225,0.0152355038315644,0.588547309398046
"36070",".","MSTRG.5009","transcript","36070",2.50146451185697,0.373030395617203,0.911183478987442
"36074","SCARNA9","MSTRG.5011","transcript","36074",0.760617049365995,0.768163871656513,0.998127167654743
"36080","TAF1D","MSTRG.5013","transcript","36080",0.270203597570911,0.205185412538861,0.806482313396093
"36086",".","MSTRG.5013","transcript","36086",3.89884173280366,0.258943472184481,0.857464492489913
"36092","SNORA25","MSTRG.5013","transcript","36092",0.718731693810614,0.652781531786665,0.998127167654743
"36103","SNORD5","MSTRG.5013","transcript","36103",0.354596909344285,0.510757836636707,0.972417281565902
"36105","SNORA18","MSTRG.5013","transcript","36105",0.861044020079669,0.795643400561582,0.998127167654743
"36110","TAF1D","MSTRG.5013","transcript","36110",5.34670474321145,0.128667600362854,0.707029545871386
"36117","C11orf54","MSTRG.5015","transcript","36117",0.816726272831924,0.833883321878057,0.998127167654743
"36119","C11orf54","MSTRG.5015","transcript","36119",0.517602749829212,0.418150206057281,0.929634791636978
"36123","C11orf54","MSTRG.5015","transcript","36123",1.95990599252826,0.0249378406400094,0.588547309398046
"36131","MED17","MSTRG.5015","transcript","36131",1.92088095183099,0.389558727335638,0.915311142494552
"36139","MED17","MSTRG.5015","transcript","36139",3.53903801597157,0.0653453349833759,0.588547309398046
"36141","MED17","MSTRG.5015","transcript","36141",0.207760919215544,0.37244441095676,0.911183478987442
"36146","MED17","MSTRG.5015","transcript","36146",0.702988351143977,0.833883321878058,0.998127167654743
"36155","MED17","MSTRG.5015","transcript","36155",1.31998517701089,0.04068866096991,0.588547309398046
"36156","MED17","MSTRG.5015","transcript","36156",0.841834471555358,0.255845566984947,0.856391643317207
"36170",".","MSTRG.5016","transcript","36170",1.08823393924838,0.446913930664003,0.944269145652833
"36171","AP002784.2","MSTRG.5017","transcript","36171",1.09365870156424,0.0994307670037952,0.649939272732687
"36181","MRE11","MSTRG.5018","transcript","36181",1.54997305619849,0.353230363789769,0.905274372386369
"36199","ANKRD49","MSTRG.5021","transcript","36199",0.876048540558777,0.788868063016753,0.998127167654743
"36209","PIWIL4","MSTRG.5022","transcript","36209",1.23452413048944,0.357826173149643,0.905274372386369
"36211",".","MSTRG.5022","transcript","36211",0.741281711790778,0.833883321878057,0.998127167654743
"36214",".","MSTRG.5025","transcript","36214",0.346507130014639,0.218745055752139,0.822772916695771
"36218","AP000943.2","MSTRG.5026","transcript","36218",0.906424122927331,0.944889286969921,0.998127167654743
"36223",".","MSTRG.5027","transcript","36223",3.72184578992786,0.22294491211885,0.828124446294486
"36228",".","MSTRG.5030","transcript","36228",0.817417155745817,0.044591626302422,0.588547309398046
"36229","CWC15","MSTRG.5031","transcript","36229",1.10267719464151,0.339050347810419,0.901995699933056
"36231","CWC15","MSTRG.5031","transcript","36231",0.465381961888619,0.153973246279744,0.746965196759864
"36247","SRSF8","MSTRG.5033","transcript","36247",3.2636038319859,0.00483627010432319,0.588547309398046
"36255","SESN3","MSTRG.5036","transcript","36255",1.15262122861732,0.104422063414792,0.662359000999605
"36270","FAM76B","MSTRG.5038","transcript","36270",0.271142747151287,0.170070264922087,0.769135645731453
"36272",".","MSTRG.5038","transcript","36272",0.674360666726798,0.387855484038308,0.915019925679972
"36273","FAM76B","MSTRG.5038","transcript","36273",4.1652812835971,0.101601065679276,0.655018976783394
"36284","CEP57","MSTRG.5039","transcript","36284",0.17314088173473,0.429278025454078,0.935138790500783
"36285","CEP57","MSTRG.5039","transcript","36285",1.18449793070799,0.903749081464209,0.998127167654743
"36289","CEP57","MSTRG.5039","transcript","36289",3.83134802664786,0.470236867046166,0.955612259086122
"36292","CEP57","MSTRG.5039","transcript","36292",1.49723204897649,0.41305402387754,0.927317504725744
"36299","MTMR2","MSTRG.5040","transcript","36299",1.56838821478454,0.541934186103753,0.98392228853556
"36301",".","MSTRG.5040","transcript","36301",1.38524339058759,0.344426985867149,0.903666247287334
"36302",".","MSTRG.5040","transcript","36302",0.673733229831813,0.00571616301638267,0.588547309398046
"36303","MTMR2","MSTRG.5040","transcript","36303",0.359635497928288,0.141520878474679,0.727818826675682
"36321","CCDC82","MSTRG.5042","transcript","36321",0.577503167686055,0.173595932738934,0.77134457773322
"36329","CCDC82","MSTRG.5042","transcript","36329",1.4235507657441,0.526411344257353,0.978756679338691
"36331","CCDC82","MSTRG.5042","transcript","36331",0.865070920175433,0.680365081385703,0.998127167654743
"36374","PPIAP43","MSTRG.5049","transcript","36374",0.858665880011062,0.109199274466432,0.670819321133393
"36436",".","MSTRG.5050","transcript","36436",0.850303724826682,0.921155244576501,0.998127167654743
"36437","AP000942.1","MSTRG.5050","transcript","36437",0.713818149340549,0.499648465858207,0.968059626869958
"36453","BIRC2","MSTRG.5051","transcript","36453",1.00962118454897,0.993555465572862,0.999239550924877
"36458","BIRC2","MSTRG.5051","transcript","36458",1.25218836505713,0.910809912598812,0.998127167654743
"36462","TMEM123","MSTRG.5052","transcript","36462",72.5177947323109,0.2981910253543,0.886202009316138
"36463","TMEM123","MSTRG.5052","transcript","36463",0.383127174532573,0.391459408079352,0.915813501971387
"36497","MMP1","MSTRG.5059","transcript","36497",3.72054809755682,0.013585160486373,0.588547309398046
"36503","MMP12","MSTRG.5062","transcript","36503",2.68399750451057,0.0100421947342967,0.588547309398046
"36513","DCUN1D5","MSTRG.5063","transcript","36513",0.19276351468428,0.423806265519801,0.932823176253371
"36516","DCUN1D5","MSTRG.5063","transcript","36516",4.24778774564582,0.616583069907756,0.998127167654743
"36519","DCUN1D5","MSTRG.5063","transcript","36519",0.0616547999306811,0.316993438355284,0.89654253513503
"36522",".","MSTRG.5063","transcript","36522",2.34124035099853,0.283217335631248,0.874887757389644
"36577","CASP4","MSTRG.5072","transcript","36577",1.14587236775517,0.951757958858647,0.998127167654743
"36581",".","MSTRG.5072","transcript","36581",3.2639980396868,0.714346952825006,0.998127167654743
"36582","CASP4","MSTRG.5072","transcript","36582",0.0836804504687803,0.380112702396788,0.913254830646743
"36584","CASP4","MSTRG.5072","transcript","36584",1.21390627199883,0.936052824607862,0.998127167654743
"36585","CASP4","MSTRG.5072","transcript","36585",1.21913782666432,0.347313369803448,0.903935454888464
"36586","CASP4","MSTRG.5072","transcript","36586",1.10561432258594,0.921155244576487,0.998127167654743
"36588","CASP4","MSTRG.5072","transcript","36588",2.41891610249035,0.57451108527263,0.998127167654743
"36601","CASP1","MSTRG.5074","transcript","36601",1.06136635206104,0.985672612529642,0.99889212437772
"36603",".","MSTRG.5074","transcript","36603",1.12171182561283,0.830642022544413,0.998127167654743
"36604","CASP1","MSTRG.5074","transcript","36604",1.50306964504083,0.51598874319812,0.975085156462159
"36608","CASP1","MSTRG.5074","transcript","36608",1.61677582886716,0.420629977885329,0.930664284727801
"36613","CASP1","MSTRG.5074","transcript","36613",0.710166615861998,0.666983760963769,0.998127167654743
"36617","CARD16","MSTRG.5075","transcript","36617",1.25310129275147,0.575489814074838,0.998127167654743
"36618","CARD16","MSTRG.5075","transcript","36618",1.23755213293346,0.426556735430714,0.933776587999185
"36653",".","MSTRG.5077","transcript","36653",2.22012541426115,0.39141583856478,0.915813501971387
"36654","MSANTD4","MSTRG.5077","transcript","36654",0.259436037630278,0.222753736743111,0.827752279192169
"36656","MSANTD4","MSTRG.5077","transcript","36656",1.10120998050388,0.906095627731425,0.998127167654743
"36668","AASDHPPT","MSTRG.5080","transcript","36668",0.95560853475085,0.542501887600632,0.98392228853556
"36681","AP001282.2","MSTRG.5083","transcript","36681",1.33056707599612,0.132632696150366,0.71417955336673
"36686","CWF19L2","MSTRG.5085","transcript","36686",0.85671457619463,0.83995434581186,0.998127167654743
"36687","CWF19L2","MSTRG.5085","transcript","36687",1.10358664789634,0.921155244576487,0.998127167654743
"36691","ALKBH8","MSTRG.5087","transcript","36691",0.768121552466557,0.589996170238961,0.998127167654743
"36696",".","MSTRG.5087","transcript","36696",0.302771044767569,0.547122990678851,0.985843378787205
"36713","SLC35F2","MSTRG.5088","transcript","36713",1.06961972244193,0.415709019675669,0.928431550857353
"36715","SLC35F2","MSTRG.5088","transcript","36715",0.753048640597559,0.833883321878057,0.998127167654743
"36719","AP001024.1","MSTRG.5089","transcript","36719",0.997738312413021,0.980310210208892,0.998827343491171
"36725",".","MSTRG.5092","transcript","36725",0.256766759481256,0.0222398409941736,0.588547309398046
"36726","CUL5","MSTRG.5092","transcript","36726",0.989507121715618,0.921155244576593,0.998127167654743
"36731","ACAT1","MSTRG.5095","transcript","36731",0.943521202387234,0.378486432704745,0.913055282420514
"36741","ACAT1","MSTRG.5095","transcript","36741",0.398334973406372,0.300947310908781,0.88800604366965
"36743",".","MSTRG.5096","transcript","36743",0.681581543404759,0.00508018010351918,0.588547309398046
"36750","ATM","MSTRG.5097","transcript","36750",0.728746340048223,0.173077713808806,0.771010791692109
"36752",".","MSTRG.5097","transcript","36752",0.514108291983942,0.73224793430086,0.998127167654743
"36766",".","MSTRG.5097","transcript","36766",1.483688428028,0.841667072893067,0.998127167654743
"36772","ATM","MSTRG.5097","transcript","36772",0.811625325868423,0.15702953033725,0.751364048601926
"36773","ATM","MSTRG.5097","transcript","36773",1.83393355965967,0.649841949654061,0.998127167654743
"36791","KDELC2","MSTRG.5100","transcript","36791",0.821132845946082,0.650556591361649,0.998127167654743
"36792","KDELC2","MSTRG.5100","transcript","36792",1.13928869765818,0.962603707577287,0.998543255004537
"36803","DDX10","MSTRG.5101","transcript","36803",0.892721073030083,0.851986756257951,0.998127167654743
"36804","DDX10","MSTRG.5101","transcript","36804",0.868563608906613,0.919766746929437,0.998127167654743
"36805","DDX10","MSTRG.5101","transcript","36805",0.873943817223564,0.936781288625635,0.998127167654743
"36810","DDX10","MSTRG.5101","transcript","36810",0.417390439607566,0.456580272607429,0.948074702146778
"36843","RDX","MSTRG.5105","transcript","36843",1.09535980045305,0.922175476141668,0.998127167654743
"36844","RDX","MSTRG.5105","transcript","36844",1.1403356379099,0.92200177365942,0.998127167654743
"36845","RDX","MSTRG.5105","transcript","36845",0.213889770311744,9.16810988915717e-06,0.250234391314656
"36846","RDX","MSTRG.5105","transcript","36846",2.10220781551329,0.520249203397436,0.976889947977648
"36848","RDX","MSTRG.5105","transcript","36848",0.197973622721652,0.0691194423858863,0.58868845319616
"36859",".","MSTRG.5112","transcript","36859",0.222630065582991,0.563341232522972,0.995032170777325
"36930","SIK2","MSTRG.5114","transcript","36930",0.462428906914409,0.0141617694661647,0.588547309398046
"36931",".","MSTRG.5114","transcript","36931",3.59211551887164,0.0653453349833759,0.588547309398046
"36935","PPP2R1B","MSTRG.5117","transcript","36935",0.148228058059912,0.356091666666385,0.905274372386369
"36939","PPP2R1B","MSTRG.5117","transcript","36939",1.37191393052194,0.341382202109971,0.902421947229204
"36955","ALG9","MSTRG.5118","transcript","36955",0.770358251936726,0.787988174142105,0.998127167654743
"36956","ALG9","MSTRG.5118","transcript","36956",0.207524552522231,0.0933503747426103,0.638768760234654
"36957","ALG9","MSTRG.5118","transcript","36957",5.2354089403521,0.0227415253723267,0.588547309398046
"36971","FDXACB1","MSTRG.5118","transcript","36971",1.19150654598117,0.714047723027473,0.998127167654743
"36972","FDXACB1","MSTRG.5118","transcript","36972",0.359491245997243,0.376826246624171,0.912556768743355
"36974","C11orf1","MSTRG.5121","transcript","36974",1.1850268201535,0.876525732985245,0.998127167654743
"36976","C11orf1","MSTRG.5121","transcript","36976",4.06244204176987,0.629529765293673,0.998127167654743
"36978","C11orf1","MSTRG.5121","transcript","36978",1.18872557908725,0.927711727552896,0.998127167654743
"36979","RPL37AP8","MSTRG.5122","transcript","36979",0.907637025821901,0.565957395268698,0.99595680681117
"37006","DIXDC1","MSTRG.5123","transcript","37006",1.45080314919913,0.747356555812914,0.998127167654743
"37010","DIXDC1","MSTRG.5123","transcript","37010",1.09761903739515,0.927038363573574,0.998127167654743
"37015","DLAT","MSTRG.5127","transcript","37015",0.932924254054542,0.942721106230272,0.998127167654743
"37016","DLAT","MSTRG.5127","transcript","37016",1.12849277505676,0.921155244576487,0.998127167654743
"37017","DLAT","MSTRG.5127","transcript","37017",0.63838889177517,0.833883321878057,0.998127167654743
"37031","NKAPD1","MSTRG.5132","transcript","37031",1.25355183959445,0.927054693749969,0.998127167654743
"37037",".","MSTRG.5132","transcript","37037",0.892540284756209,0.872566874305276,0.998127167654743
"37038",".","MSTRG.5132","transcript","37038",0.870739578314947,0.833288706264215,0.998127167654743
"37039","NKAPD1","MSTRG.5132","transcript","37039",0.863924373791123,0.937411788407968,0.998127167654743
"37043","TIMM8B","MSTRG.5133","transcript","37043",0.92271492190641,0.811924679895122,0.998127167654743
"37044","TIMM8B","MSTRG.5133","transcript","37044",1.02505405263728,0.391470511009752,0.915813501971387
"37045","TIMM8B","MSTRG.5133","transcript","37045",1.33304321909154,0.030195311390522,0.588547309398046
"37046","SDHD","MSTRG.5134","transcript","37046",1.18860266974054,0.513346560797139,0.973482247721976
"37047","SDHD","MSTRG.5134","transcript","37047",8.65656099503324,0.108904160464245,0.669745030442527
"37050","SDHD","MSTRG.5134","transcript","37050",0.175167046044388,0.203874597192186,0.805371299594765
"37059","IL18","MSTRG.5135","transcript","37059",1.401749708232,0.524144576788826,0.978225706083201
"37060","IL18","MSTRG.5135","transcript","37060",1.49492566745138,0.363561441469437,0.907534933747061
"37092","PTS","MSTRG.5140","transcript","37092",0.90179673940824,0.86013635768052,0.998127167654743
"37093","PTS","MSTRG.5140","transcript","37093",0.814704428422316,0.701751331906348,0.998127167654743
"37100","PTS","MSTRG.5140","transcript","37100",1.12635746318848,0.892575125679873,0.998127167654743
"37124","NCAM1","MSTRG.5146","transcript","37124",0.532860567490366,0.269958515338674,0.8658513864743
"37140",".","MSTRG.5146","transcript","37140",1.09915467070703,0.955376029367734,0.998127167654743
"37141",".","MSTRG.5146","transcript","37141",1.10200780517951,0.963095869607607,0.998543255004537
"37142",".","MSTRG.5146","transcript","37142",1.71365914436394,0.803297615293753,0.998127167654743
"37174","TTC12","MSTRG.5149","transcript","37174",2.37505252843883,0.136448196377386,0.71911950983255
"37213","ZW10","MSTRG.5150","transcript","37213",0.900330804697963,0.894802335022526,0.998127167654743
"37214","ZW10","MSTRG.5150","transcript","37214",0.850096490263951,0.921155244576501,0.998127167654743
"37224","USP28","MSTRG.5156","transcript","37224",1.2503957740989,0.565153494162488,0.995833062286015
"37226","USP28","MSTRG.5156","transcript","37226",1.38014721661277,0.463083176608465,0.951188457431626
"37284","REXO2","MSTRG.5161","transcript","37284",2.39501617781312,0.244617857300935,0.847284238219761
"37285","REXO2","MSTRG.5161","transcript","37285",0.753818234720046,0.859428723975227,0.998127167654743
"37288","REXO2","MSTRG.5161","transcript","37288",2.84272052258562,0.0653453349833759,0.588547309398046
"37291","REXO2","MSTRG.5161","transcript","37291",0.921764250362942,0.88064851149514,0.998127167654743
"37292","REXO2","MSTRG.5161","transcript","37292",0.203829738411259,0.0653453349833752,0.588547309398046
"37295","REXO2","MSTRG.5161","transcript","37295",1.13982409782153,0.921155244576487,0.998127167654743
"37298","REXO2","MSTRG.5161","transcript","37298",0.171718891577547,0.0653453349833752,0.588547309398046
"37301","REXO2","MSTRG.5161","transcript","37301",1.03589025932207,0.968656007406344,0.998543255004537
"37372","BUD13","MSTRG.5163","transcript","37372",0.843460408752761,0.111003676381151,0.675021133609433
"37379","ZPR1","MSTRG.5165","transcript","37379",0.306623460367742,0.108744457345387,0.6697413256992
"37415","AP000936.3","MSTRG.5170","transcript","37415",1.17193257658886,0.391219189537934,0.91553944604719
"37420","PAFAH1B2","MSTRG.5172","transcript","37420",0.929661654513464,0.025463076144598,0.588547309398046
"37428","SIDT2","MSTRG.5173","transcript","37428",1.15071275134603,0.736115276031286,0.998127167654743
"37434","SIDT2","MSTRG.5173","transcript","37434",1.17459525878576,0.808353057223907,0.998127167654743
"37456","PCSK7","MSTRG.5175","transcript","37456",1.26239329488116,0.218680081516901,0.822695264634362
"37462",".","MSTRG.5175","transcript","37462",0.802362618537749,0.556650187583748,0.991141641327603
"37473","RNF214","MSTRG.5177","transcript","37473",1.00127115392502,0.999155520492043,0.999778229875346
"37482","BACE1","MSTRG.5179","transcript","37482",0.75742148993483,0.0395433955338178,0.588547309398046
"37498",".","MSTRG.5182","transcript","37498",1.36747216418924,0.833883321878057,0.998127167654743
"37503",".","MSTRG.5182","transcript","37503",0.594351388875295,0.486795489355365,0.963236853934072
"37506",".","MSTRG.5182","transcript","37506",0.334652934150543,0.375944646864622,0.912406648564423
"37507",".","MSTRG.5182","transcript","37507",3.66069306345008,0.503153531508983,0.968735016071093
"37512",".","MSTRG.5182","transcript","37512",1.27322222008888,0.697790113764718,0.998127167654743
"37649","UBE4A","MSTRG.5186","transcript","37649",0.759894679125278,0.785404168409795,0.998127167654743
"37650",".","MSTRG.5186","transcript","37650",1.33997246182269,0.837831653660963,0.998127167654743
"37651","UBE4A","MSTRG.5186","transcript","37651",1.21113156412477,0.915364745137414,0.998127167654743
"37655",".","MSTRG.5188","transcript","37655",0.614484358343566,0.833883321878057,0.998127167654743
"37656","ATP5MG","MSTRG.5188","transcript","37656",1.11354722929541,0.369408752915492,0.910195800648723
"37657","ATP5MG","MSTRG.5188","transcript","37657",0.140749045352358,0.710692674009597,0.998127167654743
"37658","ATP5MG","MSTRG.5188","transcript","37658",1.03353897999334,0.989295382061147,0.998982933000517
"37659","ATP5MG","MSTRG.5188","transcript","37659",3.59684121130867,0.0653453349833759,0.588547309398046
"37661","ATP5MG","MSTRG.5188","transcript","37661",7.29654911323086,0.526783748741539,0.978756679338691
"37662","ATP5MG","MSTRG.5188","transcript","37662",0.671153400545058,0.821743835112968,0.998127167654743
"37664","ATP5MG","MSTRG.5188","transcript","37664",0.632294885859279,0.646389661380182,0.998127167654743
"37667","KMT2A","MSTRG.5190","transcript","37667",0.814813036106432,0.880332802164477,0.998127167654743
"37673","KMT2A","MSTRG.5190","transcript","37673",1.03386076390396,0.958712330646547,0.998543255004537
"37674",".","MSTRG.5190","transcript","37674",0.719302126134096,0.81429974144024,0.998127167654743
"37737","ARCN1","MSTRG.5195","transcript","37737",0.835622968093082,0.167228411988328,0.766612249602862
"37746","PHLDB1","MSTRG.5197","transcript","37746",1.08608403808422,0.921155244576487,0.998127167654743
"37755","PHLDB1","MSTRG.5197","transcript","37755",1.05206251115605,0.833883321878055,0.998127167654743
"37780","DDX6","MSTRG.5202","transcript","37780",1.3034740933413,0.507095204282345,0.970960488622456
"37781",".","MSTRG.5202","transcript","37781",0.231754840150191,0.330266704029563,0.899904890567764
"37782","DDX6","MSTRG.5202","transcript","37782",0.972490478529716,0.704137975750684,0.998127167654743
"37826","RPS25","MSTRG.5215","transcript","37826",11.9551000614908,0.425005700915553,0.933315162487405
"37827","RPS25","MSTRG.5215","transcript","37827",4.47379345460184,0.0609699838781885,0.588547309398046
"37828","RPS25","MSTRG.5215","transcript","37828",0.973346806307428,0.485639854157575,0.96238596018357
"37830","RPS25","MSTRG.5215","transcript","37830",1.46816428722446,0.644679053997038,0.998127167654743
"37839","TRAPPC4","MSTRG.5216","transcript","37839",1.15632623360165,0.900657120973159,0.998127167654743
"37842","TRAPPC4","MSTRG.5216","transcript","37842",0.631691689692414,0.0395710190645299,0.588547309398046
"37855","SLC37A4","MSTRG.5217","transcript","37855",0.617486993514326,0.64868271369359,0.998127167654743
"37869","HYOU1","MSTRG.5219","transcript","37869",0.725531049076108,0.759469229876772,0.998127167654743
"37870",".","MSTRG.5219","transcript","37870",0.929778404546358,0.363237229581137,0.907534933747061
"37871",".","MSTRG.5219","transcript","37871",2.01361302676963,0.0484131705333131,0.588547309398046
"37880","HYOU1","MSTRG.5219","transcript","37880",0.710378416848092,0.863163229311474,0.998127167654743
"37906","HMBS","MSTRG.5222","transcript","37906",0.440763817906087,0.432699663496728,0.936629119243307
"37908","HMBS","MSTRG.5222","transcript","37908",1.19482284485107,0.864189003143194,0.998127167654743
"37910","HMBS","MSTRG.5222","transcript","37910",14.5777128757218,0.318068728237761,0.89654253513503
"37914","HMBS","MSTRG.5222","transcript","37914",0.885291607852448,0.921155244576502,0.998127167654743
"37918","HMBS","MSTRG.5222","transcript","37918",1.09336926278529,0.928133002666218,0.998127167654743
"37924","HMBS","MSTRG.5222","transcript","37924",0.174318608248701,0.245755054447183,0.847810307941679
"37931","H2AFX","MSTRG.5223","transcript","37931",0.903381309009025,0.54438186656173,0.984549630353829
"37932","H2AFX","MSTRG.5223","transcript","37932",1.05798972287083,0.870350167933893,0.998127167654743
"37933","DPAGT1","MSTRG.5224","transcript","37933",1.6275873342905,0.792426197790541,0.998127167654743
"37934","DPAGT1","MSTRG.5224","transcript","37934",0.582167136627178,0.0450394760494508,0.588547309398046
"37935","DPAGT1","MSTRG.5224","transcript","37935",0.289754922643156,0.182374438310903,0.782198763370753
"37936","DPAGT1","MSTRG.5224","transcript","37936",0.6160512685405,0.681702917372607,0.998127167654743
"37941","DPAGT1","MSTRG.5224","transcript","37941",6.28997532575295,0.0653453349833759,0.588547309398046
"37951","DPAGT1","MSTRG.5224","transcript","37951",0.743836965876154,0.853122150578588,0.998127167654743
"37958","C2CD2L","MSTRG.5225","transcript","37958",0.783252773166298,0.59939334855725,0.998127167654743
"37965",".","MSTRG.5226","transcript","37965",0.353193121822577,0.0653453349833752,0.588547309398046
"37990","NLRX1","MSTRG.5227","transcript","37990",1.07575681565217,0.924644184591547,0.998127167654743
"37991","NLRX1","MSTRG.5227","transcript","37991",2.12673321138957,0.418086947226266,0.929634791636978
"37993",".","MSTRG.5227","transcript","37993",0.751430542865532,0.101828191646222,0.655438408613652
"37996","NLRX1","MSTRG.5227","transcript","37996",2.25498629954259,0.530226883812118,0.980210998880049
"37997","NLRX1","MSTRG.5227","transcript","37997",0.647553421685044,0.669738246696657,0.998127167654743
"38017","CBL","MSTRG.5228","transcript","38017",0.932160096711026,0.44351437892684,0.942861248754919
"38042","RNF26","MSTRG.5231","transcript","38042",0.8931479533831,0.144816096827821,0.73146375631696
"38122","OAF","MSTRG.5239","transcript","38122",1.18260571524437,0.701576101225954,0.998127167654743
"38123",".","MSTRG.5239","transcript","38123",0.441628216946445,0.0100071353449147,0.588547309398046
"38170",".","MSTRG.5243","transcript","38170",0.617765048706783,0.0863152976665154,0.625475230850434
"38172","TBCEL","MSTRG.5243","transcript","38172",1.23233662142846,0.834025056231208,0.998127167654743
"38188","SC5D","MSTRG.5244","transcript","38188",1.25053682752643,0.3128514195549,0.895056658407195
"38196","SC5D","MSTRG.5244","transcript","38196",0.915581696394438,0.90446179592347,0.998127167654743
"38277","HSPA8","MSTRG.5253","transcript","38277",0.397026677224927,0.720437190547537,0.998127167654743
"38278","HSPA8","MSTRG.5253","transcript","38278",0.219235800036576,0.517251090958939,0.975393897791439
"38279","HSPA8","MSTRG.5253","transcript","38279",1.05879020468303,0.924028851711381,0.998127167654743
"38280","HSPA8","MSTRG.5253","transcript","38280",1.20720255537575,0.215657189263125,0.818702923402294
"38282","HSPA8","MSTRG.5253","transcript","38282",0.676731897062215,0.637882238424417,0.998127167654743
"38288","HSPA8","MSTRG.5253","transcript","38288",1.88575092395115,0.277661703371185,0.87076465693886
